MatchId,Patch,QueueType,RankFk,GameDuration
NA1_5428337521,15.24.730.7955,CLASSIC,4,2172
KR_8010972325,15.24.734.7485,ARAM,0,1189
EUW1_7604627796,15.22.724.5161,CLASSIC,8,2148
KR_8010359538,15.24.734.7485,CLASSIC,0,1482
KR_8010850314,15.24.734.7485,ARAM,0,739
KR_8035760634,16.1.737.4870,ARAM,0,1308
NA1_5453092917,15.24.734.7485,CLASSIC,7,1619
KR_8009935406,15.24.734.7485,CLASSIC,0,2150
EUW1_7525523138,15.18.710.2811,CLASSIC,1,2476
KR_8037827040,16.1.737.4870,ARAM,0,936
KR_7995241175,15.24.734.7485,SWIFTPLAY,3,1923
KR_8015402899,16.1.734.5787,CLASSIC,0,2814
EUW1_7600112070,15.22.724.5161,CLASSIC,4,1647
NA1_5426074396,15.23.728.3286,CLASSIC,7,1195
KR_8027468080,16.1.737.4870,CLASSIC,0,2188
KR_8033452739,16.1.737.4870,ARAM,0,1477
EUW1_7563768962,15.20.717.2831,CLASSIC,8,922
KR_8004411698,15.24.734.7485,CLASSIC,5,2368
KR_8017783369,16.1.737.1049,ARAM,0,1161
NA1_5427656841,15.24.730.7955,CLASSIC,7,1746
EUW1_7572266763,15.20.719.545,CLASSIC,8,2167
NA1_5429786962,15.24.731.5210,CLASSIC,5,1913
EUW1_7488372919,15.15.701.6241,CLASSIC,2,1760
EUW1_7234570285,14.24.644.2327,CLASSIC,3,1790
EUW1_7572112131,15.20.719.545,CLASSIC,8,1998
NA1_5431422677,15.24.731.5210,CLASSIC,7,1171
NA1_5431212929,15.24.731.5210,CLASSIC,7,1272
EUW1_7598540980,15.22.724.5161,CHERRY,4,1884
KR_7923814078,15.23.726.9074,ARAM,0,1412
EUW1_7562392103,15.20.717.2831,CHERRY,4,1432
NA1_5435952554,15.24.732.64,CHERRY,7,1816
KR_8005427308,15.24.734.7485,CLASSIC,1,1148
EUW1_7600633408,15.22.724.5161,CLASSIC,8,1815
KR_7994363836,15.24.734.7485,CLASSIC,3,1435
KR_8037515565,16.1.737.4870,CLASSIC,0,2508
NA1_5425735913,15.23.728.3286,CLASSIC,8,537
KR_8030914981,16.1.737.4870,ARAM,0,1490
NA1_5452211333,15.24.734.7485,CLASSIC,8,2637
NA1_5416929235,15.23.726.9074,CHERRY,5,1306
KR_8001448701,15.24.734.7485,ARAM,0,689
KR_8020154658,16.1.737.4870,CLASSIC,0,1360
NA1_5429878815,15.24.731.5210,ARAM,3,1164
KR_8027661367,16.1.737.4870,CLASSIC,0,1034
KR_8011309310,15.24.734.7485,CLASSIC,0,954
NA1_5421674388,15.23.728.3286,CLASSIC,6,1437
NA1_5425705438,15.23.728.3286,CLASSIC,5,1451
EUW1_7608561683,15.22.724.5161,CLASSIC,3,1900
KR_8010650026,15.24.734.7485,CLASSIC,5,1799
KR_8041155874,16.1.737.4870,ARAM,0,759
EUW1_7484820127,15.15.701.6241,CLASSIC,4,1654
NA1_5423462811,15.23.728.3286,CLASSIC,8,1959
NA1_5437631338,15.24.732.64,CLASSIC,8,2334
NA1_5454762686,15.24.734.7485,CLASSIC,7,1660
NA1_5453394586,15.24.734.7485,SWIFTPLAY,7,1918
NA1_5453831031,15.24.734.7485,ARAM,3,1101
NA1_5436541393,15.24.732.64,CLASSIC,8,1293
EUW1_7582413162,15.21.721.8442,CLASSIC,2,1412
KR_7996885889,15.24.734.7485,CLASSIC,0,2427
EUW1_7568957876,15.20.719.545,CLASSIC,0,2336
KR_7615265807,15.8.675.10,CLASSIC,0,3073
EUW1_7569776456,15.20.719.545,ARAM,8,1862
EUW1_7586266123,15.21.721.8442,CLASSIC,3,1943
KR_8009909641,15.24.734.7485,CLASSIC,5,915
NA1_5425600782,15.23.728.3286,CLASSIC,8,1459
KR_7978056214,15.24.734.7485,CLASSIC,0,1238
NA1_5420590462,15.23.728.3286,CLASSIC,3,1297
EUW1_7567651727,15.20.717.2831,CLASSIC,4,2438
NA1_5438616702,15.24.732.64,CLASSIC,7,1051
KR_8031525083,16.1.737.4870,CLASSIC,4,1899
KR_8028937567,16.1.737.4870,SWIFTPLAY,0,729
NA1_5426538672,15.23.728.3286,CLASSIC,5,1141
EUW1_7603064946,15.22.724.5161,CLASSIC,9,1158
NA1_5420806532,15.23.728.3286,CLASSIC,6,950
KR_7994855231,15.24.734.7485,CLASSIC,0,1759
NA1_5432090315,15.24.731.5210,CLASSIC,8,1724
KR_8023507067,16.1.737.4870,CLASSIC,3,1955
KR_8033586653,16.1.737.4870,CLASSIC,6,2165
KR_8010863521,15.24.734.7485,CLASSIC,0,2311
NA1_5450979789,15.24.734.7485,CHERRY,7,1713
EUW1_7559599278,15.19.715.1836,CHERRY,8,1549
EUW1_7571322072,15.20.719.545,CLASSIC,8,1918
EUW1_7573992984,15.20.719.545,CLASSIC,8,1717
EUW1_7586943142,15.21.721.8442,CLASSIC,4,1990
KR_8037096214,16.1.737.4870,ARAM,0,949
KR_8005399901,15.24.734.7485,ARAM,0,1576
NA1_5420770687,15.23.728.3286,CLASSIC,3,2046
EUW1_7579524412,15.21.721.4012,CLASSIC,5,2009
KR_8026503796,16.1.737.4870,ARAM,0,813
KR_8008325419,15.24.734.7485,ARAM,0,1149
NA1_5441591859,15.24.733.6673,CHERRY,8,1371
EUW1_7612597023,15.23.726.9074,CLASSIC,6,1957
KR_8026257393,16.1.737.4870,ARAM,3,755
EUW1_7577679645,15.21.720.925,CLASSIC,5,1203
KR_8023265075,16.1.737.4870,CLASSIC,0,1604
EUW1_7584109362,15.21.721.8442,CHERRY,0,1456
KR_8016804802,16.1.737.1049,CLASSIC,0,1930
KR_8037368383,16.1.737.4870,CLASSIC,0,1453
EUW1_7602010320,15.22.724.5161,CLASSIC,5,2009
KR_8011243249,15.24.734.7485,ARAM,0,1174
NA1_5424479281,15.23.728.3286,SWIFTPLAY,0,1077
KR_7995248637,15.24.734.7485,SWIFTPLAY,0,926
EUW1_7577340557,15.21.720.925,CLASSIC,4,2219
NA1_5426399849,15.23.728.3286,CLASSIC,6,910
EUW1_7570773890,15.20.719.545,CLASSIC,9,2026
KR_8025918412,16.1.737.4870,ARAM,0,866
KR_8000428489,15.24.734.7485,CHERRY,2,1511
EUW1_7567868469,15.20.717.2831,CLASSIC,8,1340
NA1_5446377428,15.24.734.7485,ARAM,5,942
KR_8010872622,15.24.734.7485,ARAM,0,1152
NA1_5452752934,15.24.734.7485,CLASSIC,6,1327
NA1_5422178790,15.23.728.3286,CLASSIC,7,1568
NA1_5428590891,15.24.730.7955,CLASSIC,3,1237
NA1_5449719041,15.24.734.7485,CLASSIC,5,1388
EUW1_7604290998,15.22.724.5161,CLASSIC,3,1769
EUW1_7522700708,15.17.708.5788,CLASSIC,5,1372
KR_8029384247,16.1.737.4870,CLASSIC,7,1768
NA1_5431664965,15.24.731.5210,SWIFTPLAY,0,919
KR_8038446184,16.1.737.4870,ARAM,0,1245
EUW1_7569958410,15.20.719.545,CHERRY,0,1575
KR_7781010257,15.16.706.7476,ARAM,0,1205
NA1_5454098501,15.24.734.7485,CLASSIC,8,1766
EUW1_7606706792,15.22.724.5161,CHERRY,5,1432
KR_8017687745,16.1.737.1049,CLASSIC,3,1971
EUW1_7564864546,15.20.717.2831,CLASSIC,8,625
NA1_5419740783,15.23.728.3286,CLASSIC,5,1540
EUW1_7612449510,15.23.726.9074,CHERRY,0,1614
KR_8035638708,16.1.737.4870,CLASSIC,3,1700
KR_8009174501,15.24.734.7485,ARAM,0,520
KR_8026618698,16.1.737.4870,ARAM,0,1432
KR_8038365416,16.1.737.4870,ARAM,0,657
KR_8031586126,16.1.737.4870,CHERRY,3,1580
KR_8023803180,16.1.737.4870,ARAM,0,746
EUW1_7568075854,15.20.717.2831,CLASSIC,0,111
KR_8012991444,15.24.734.7485,CLASSIC,3,2015
EUW1_7583857007,15.21.721.8442,CLASSIC,4,1927
KR_8028680567,16.1.737.4870,CLASSIC,4,1913
KR_8017344045,16.1.737.1049,CLASSIC,0,199
NA1_5432641601,15.24.731.5210,CLASSIC,8,2104
EUW1_7564729108,15.20.717.2831,ARAM,0,1823
KR_8038810576,16.1.737.4870,CLASSIC,0,1621
KR_8001002793,15.24.734.7485,CLASSIC,0,2094
KR_8034070245,16.1.737.4870,CLASSIC,3,2084
KR_8037785683,16.1.737.4870,ARAM,0,1744
KR_8004778489,15.24.734.7485,CLASSIC,4,1738
EUW1_7607589482,15.22.724.5161,CLASSIC,6,1119
KR_8038549127,16.1.737.4870,ARAM,0,154
EUW1_7606629455,15.22.724.5161,CLASSIC,2,3086
NA1_5438970690,15.24.733.5841,CLASSIC,5,1711
NA1_5430362211,15.24.731.5210,CLASSIC,7,1933
KR_8021900651,16.1.737.4870,CLASSIC,4,912
EUW1_7562538371,15.20.717.2831,CLASSIC,6,1977
KR_8005284478,15.24.734.7485,ARAM,0,1305
NA1_5411677067,15.22.724.5161,CLASSIC,7,2028
NA1_5425967514,15.23.728.3286,CLASSIC,7,1322
EUW1_7562954687,15.20.717.2831,CLASSIC,6,1717
EUW1_7584683280,15.21.721.8442,CLASSIC,4,2520
NA1_5440649908,15.24.733.6673,CLASSIC,7,1348
EUW1_7569371207,15.20.719.545,CLASSIC,7,1746
NA1_5420981467,15.23.728.3286,CHERRY,3,1622
NA1_5435963716,15.24.732.64,CLASSIC,4,2650
NA1_5432848980,15.24.731.5210,SWIFTPLAY,4,1061
NA1_5433192736,15.24.732.64,CLASSIC,3,1539
EUW1_7558236570,15.19.715.1836,CLASSIC,6,1373
KR_8027000768,16.1.737.4870,ARAM,0,1263
NA1_5427840368,15.24.730.7955,SWIFTPLAY,2,1408
NA1_5433431208,15.24.732.64,CLASSIC,8,1625
NA1_5425603249,15.23.728.3286,CHERRY,4,1916
EUW1_7570997512,15.20.719.545,CLASSIC,8,2110
EUW1_7601681576,15.22.724.5161,CLASSIC,4,2193
EUW1_7570126036,15.20.719.545,CHERRY,6,1320
KR_8032017328,16.1.737.4870,CLASSIC,4,1463
EUW1_7578975257,15.21.720.925,CLASSIC,3,976
EUW1_7600920620,15.22.724.5161,CLASSIC,5,2587
EUW1_7576696926,15.20.719.545,CHERRY,0,1472
EUW1_7602318874,15.22.724.5161,CLASSIC,9,1570
EUW1_7570082750,15.20.719.545,CHERRY,5,1443
EUW1_7607967500,15.22.724.5161,CLASSIC,4,1201
EUW1_7567160956,15.20.717.2831,CLASSIC,5,1444
NA1_5438216588,15.24.732.64,CLASSIC,7,1931
KR_8029011628,16.1.737.4870,CLASSIC,4,920
EUW1_7573531044,15.20.719.545,CLASSIC,5,2028
NA1_5420498746,15.23.728.3286,CLASSIC,1,1449
KR_8006578958,15.24.734.7485,CLASSIC,0,1665
KR_8021857962,16.1.737.4870,CLASSIC,0,955
EUW1_7569596749,15.20.719.545,CLASSIC,6,1894
NA1_5451889767,15.24.734.7485,CLASSIC,8,1202
EUW1_7565120779,15.20.717.2831,CLASSIC,8,1365
KR_8029072191,16.1.737.4870,CLASSIC,0,1104
EUW1_7399652660,15.9.678.1456,ARAM,4,1390
NA1_5416570499,15.22.724.5161,CLASSIC,6,1758
KR_7973845523,15.24.733.6673,CLASSIC,0,1140
KR_8020328177,16.1.737.4870,CLASSIC,0,1745
KR_8031080632,16.1.737.4870,CLASSIC,4,1428
NA1_5423320035,15.23.728.3286,CHERRY,0,1348
EUW1_7529088510,15.18.710.2811,CLASSIC,3,1939
KR_8035620070,16.1.737.4870,ARAM,0,729
KR_8023563896,16.1.737.4870,ARAM,0,1443
KR_8032064170,16.1.737.4870,CLASSIC,0,2
EUW1_7529353877,15.18.710.2811,CLASSIC,7,1700
EUW1_7601687335,15.22.724.5161,CLASSIC,8,1465
NA1_5429342509,15.24.730.7955,CLASSIC,7,1768
EUW1_7607611042,15.22.724.5161,CLASSIC,3,1715
KR_8035119730,16.1.737.4870,CLASSIC,3,2292
NA1_5420980534,15.23.728.3286,CLASSIC,7,1319
KR_8014436875,15.24.734.7485,ARAM,3,1607
KR_8013185904,15.24.734.7485,ARAM,0,1355
KR_8024395906,16.1.737.4870,ARAM,0,123
NA1_5420474834,15.23.728.3286,CLASSIC,5,2424
NA1_5440772560,15.24.733.6673,CLASSIC,8,1645
EUW1_7562070648,15.20.717.2831,ARAM,0,1672
KR_8020628390,16.1.737.4870,ARAM,0,691
KR_8002303795,15.24.734.7485,SWIFTPLAY,0,1993
NA1_5420657920,15.23.728.3286,CLASSIC,4,2462
EUW1_7605307398,15.22.724.5161,CLASSIC,6,1799
KR_8016217158,16.1.734.5787,CLASSIC,0,1919
KR_7964321565,15.24.732.64,ARAM,0,740
EUW1_7604643282,15.22.724.5161,ARAM,3,1481
NA1_5421649520,15.23.728.3286,CHERRY,7,1558
EUW1_7571572045,15.20.719.545,CLASSIC,8,1740
NA1_5401868977,15.21.721.8442,CLASSIC,3,1507
KR_8008742251,15.24.734.7485,CLASSIC,0,2159
KR_8027317517,16.1.737.4870,SWIFTPLAY,0,934
NA1_5444993134,15.24.734.7485,CLASSIC,8,1741
EUW1_7566225669,15.20.717.2831,CLASSIC,8,1835
EUW1_7612927513,15.23.728.3286,CLASSIC,5,1850
NA1_5411434616,15.22.724.5161,CHERRY,7,1406
EUW1_7606699103,15.22.724.5161,ARAM,6,1238
KR_8006659792,15.24.734.7485,CLASSIC,0,2145
NA1_5450118079,15.24.734.7485,CLASSIC,8,1631
EUW1_7378647925,15.8.675.10,CLASSIC,3,2513
EUW1_7602694795,15.22.724.5161,CLASSIC,8,2306
KR_8014316627,15.24.734.7485,SWIFTPLAY,0,929
EUW1_7571367782,15.20.719.545,CLASSIC,8,1736
KR_8026347174,16.1.737.4870,CLASSIC,0,1506
KR_8036872300,16.1.737.4870,CLASSIC,0,1472
NA1_5453628570,15.24.734.7485,CLASSIC,3,1517
NA1_5449395532,15.24.734.7485,CLASSIC,4,2204
EUW1_7608128375,15.22.724.5161,CLASSIC,4,2234
NA1_5400667574,15.21.721.8442,CLASSIC,6,1989
KR_8030104038,16.1.737.4870,ARAM,0,933
KR_8026684796,16.1.737.4870,SWIFTPLAY,0,1386
EUW1_7571863845,15.20.719.545,CHERRY,8,1549
EUW1_7586537713,15.21.721.8442,CLASSIC,0,2583
EUW1_7608949766,15.23.726.9074,CLASSIC,3,1731
NA1_5419115616,15.23.728.3286,CLASSIC,5,1309
KR_8026097954,16.1.737.4870,CLASSIC,0,1112
NA1_5428378311,15.24.730.7955,CLASSIC,8,2016
NA1_5417391387,15.23.726.9074,CLASSIC,3,1932
KR_8037173709,16.1.737.4870,CLASSIC,0,2004
EUW1_7564562552,15.20.717.2831,CLASSIC,6,1716
KR_8038483185,16.1.737.4870,CLASSIC,0,949
NA1_5420714735,15.23.728.3286,CHERRY,0,1401
EUW1_7609184422,15.23.726.9074,CLASSIC,6,1366
NA1_5421673728,15.23.728.3286,CLASSIC,7,2119
NA1_5409902028,15.22.724.5161,CLASSIC,7,1834
KR_8029483859,16.1.737.4870,CLASSIC,0,1282
EUW1_7564786489,15.20.717.2831,CHERRY,4,1476
KR_8025156109,16.1.737.4870,CLASSIC,4,1922
KR_8031459531,16.1.737.4870,ARAM,0,1304
EUW1_7571116444,15.20.719.545,CHERRY,8,1674
KR_8034094229,16.1.737.4870,ARAM,0,1370
EUW1_7605498161,15.22.724.5161,CLASSIC,5,1427
KR_8034333598,16.1.737.4870,CLASSIC,0,713
NA1_5437346964,15.24.732.64,CLASSIC,3,1805
EUW1_7612787496,15.23.728.3286,CLASSIC,6,2109
NA1_5430596413,15.24.731.5210,CLASSIC,4,2667
NA1_5418962123,15.23.728.3286,CLASSIC,5,1736
NA1_5435054088,15.24.732.64,CLASSIC,8,2312
KR_8013256191,15.24.734.7485,CLASSIC,0,912
EUW1_7585654263,15.21.721.8442,CHERRY,0,1637
EUW1_7567433070,15.20.717.2831,CHERRY,5,1666
KR_7932840587,15.23.728.3286,CLASSIC,0,2007
NA1_5423003214,15.23.728.3286,CLASSIC,8,1932
EUW1_7571840577,15.20.719.545,CLASSIC,1,1925
KR_8025950623,16.1.737.4870,CLASSIC,0,2412
KR_8033719728,16.1.737.4870,CLASSIC,0,2865
NA1_5450759174,15.24.734.7485,CLASSIC,8,1906
NA1_5428539410,15.24.730.7955,CLASSIC,5,1681
EUW1_7604388867,15.22.724.5161,CLASSIC,6,1823
NA1_5424543236,15.23.728.3286,CLASSIC,6,454
KR_8037548040,16.1.737.4870,ARAM,0,1090
KR_8013757253,15.24.734.7485,ARAM,0,947
EUW1_7570301598,15.20.719.545,CLASSIC,8,1656
NA1_5437201323,15.24.732.64,CLASSIC,8,2380
EUW1_7570652307,15.20.719.545,CLASSIC,5,1747
KR_8033392226,16.1.737.4870,ARAM,0,939
EUW1_7567078159,15.20.717.2831,CLASSIC,5,2432
KR_8030808483,16.1.737.4870,CLASSIC,0,916
NA1_5426520668,15.23.728.3286,ARAM,0,1423
KR_7992250119,15.24.734.7485,ARAM,0,593
EUW1_7572282040,15.20.719.545,CLASSIC,8,1694
KR_8012364520,15.24.734.7485,CLASSIC,1,1096
KR_8027484027,16.1.737.4870,CLASSIC,3,689
NA1_5426450076,15.23.728.3286,CLASSIC,7,1604
EUW1_7595764468,15.22.724.5161,CLASSIC,5,1682
EUW1_7611309789,15.23.726.9074,CHERRY,4,1590
KR_8036487955,16.1.737.4870,CLASSIC,0,916
NA1_5421126769,15.23.728.3286,ARAM,2,1113
NA1_5434680252,15.24.732.64,CLASSIC,4,2643
NA1_5450112458,15.24.734.7485,CLASSIC,7,1411
KR_8036085047,16.1.737.4870,ARAM,0,1458
NA1_5422506646,15.23.728.3286,ARAM,0,821
KR_8015518676,16.1.734.5787,CLASSIC,0,1067
NA1_5420753307,15.23.728.3286,CLASSIC,7,1851
KR_8031340958,16.1.737.4870,ARAM,0,835
NA1_5418030437,15.23.726.9074,SWIFTPLAY,4,938
NA1_5420698239,15.23.728.3286,CHERRY,0,1536
NA1_5435694900,15.24.732.64,CLASSIC,7,1172
KR_8027490325,16.1.737.4870,CLASSIC,3,2013
NA1_5421967051,15.23.728.3286,CLASSIC,8,1645
NA1_5438183273,15.24.732.64,CLASSIC,7,2149
NA1_5429359523,15.24.731.2566,CLASSIC,8,391
NA1_5430481730,15.24.731.5210,CLASSIC,8,931
KR_8031885561,16.1.737.4870,CLASSIC,3,1840
NA1_5385681281,15.19.715.1836,ARAM,0,779
KR_8012583275,15.24.734.7485,CLASSIC,4,943
EUW1_7606854767,15.22.724.5161,CLASSIC,5,1682
NA1_5427889908,15.24.730.7955,CLASSIC,8,1411
EUW1_7592174306,15.21.721.8442,CLASSIC,4,2877
KR_7977624828,15.24.734.7485,CLASSIC,3,2155
KR_8029571926,16.1.737.4870,ARAM,0,1025
NA1_5451973564,15.24.734.7485,CHERRY,6,1531
EUW1_7581466498,15.21.721.8442,ARAM,4,1321
EUW1_7566127294,15.20.717.2831,CLASSIC,8,1589
KR_8038081176,16.1.737.4870,SWIFTPLAY,0,1056
EUW1_7594413362,15.22.724.5161,CHERRY,4,1694
NA1_5419262467,15.23.728.3286,CLASSIC,2,1932
NA1_5420224505,15.23.728.3286,CLASSIC,3,1933
EUW1_7570085360,15.20.719.545,CLASSIC,8,1580
KR_8031716916,16.1.737.4870,CLASSIC,0,1752
EUW1_7611969591,15.23.726.9074,CHERRY,3,1451
EUW1_7606073296,15.22.724.5161,CLASSIC,5,1696
EUW1_7492825547,15.15.701.6241,CLASSIC,8,1442
EUW1_7211230020,14.23.636.9832,CLASSIC,5,2324
NA1_5430280046,15.24.731.5210,CLASSIC,8,1474
NA1_5438177636,15.24.732.64,CLASSIC,8,1970
KR_8016053263,16.1.734.5787,CLASSIC,4,1567
NA1_5438925685,15.24.733.5841,ARAM,3,156
EUW1_7593102569,15.22.723.1955,SWIFTPLAY,0,2223
KR_8026529001,16.1.737.4870,ARAM,0,1123
KR_8031222452,16.1.737.4870,CLASSIC,0,1382
NA1_5434487707,15.24.732.64,CHERRY,0,1646
KR_8029544704,16.1.737.4870,CLASSIC,5,932
KR_8022512646,16.1.737.4870,ARAM,0,1219
EUW1_7604778472,15.22.724.5161,CLASSIC,4,1440
EUW1_7572706954,15.20.719.545,CLASSIC,8,1601
NA1_5415557694,15.22.724.5161,CLASSIC,2,1937
KR_8024488299,16.1.737.4870,CHERRY,0,1446
KR_8014291197,15.24.734.7485,CLASSIC,0,1218
NA1_5426311720,15.23.728.3286,CLASSIC,7,2202
KR_8011171382,15.24.734.7485,CLASSIC,4,1715
NA1_5407894379,15.22.724.5161,CLASSIC,7,1448
KR_8025010808,16.1.737.4870,CLASSIC,0,2145
KR_8033008117,16.1.737.4870,CLASSIC,3,1372
KR_8027836433,16.1.737.4870,CLASSIC,4,1974
EUW1_7604570137,15.22.724.5161,CLASSIC,7,2171
EUW1_7584037821,15.21.721.8442,CLASSIC,4,1774
KR_8033528324,16.1.737.4870,ARAM,0,1022
EUW1_7513085253,15.17.708.5788,CLASSIC,6,1553
KR_8029377950,16.1.737.4870,CLASSIC,2,2177
EUW1_7575231770,15.20.719.545,CLASSIC,2,1615
KR_8006066565,15.24.734.7485,ARAM,3,1195
NA1_5437381869,15.24.732.64,CLASSIC,8,1732
KR_8000523115,15.24.734.7485,CLASSIC,0,2053
KR_8028750710,16.1.737.4870,CLASSIC,0,1598
KR_8007071808,15.24.734.7485,CLASSIC,0,1495
NA1_5421375159,15.23.728.3286,CLASSIC,6,1241
NA1_5396731964,15.20.719.545,ARAM,0,1368
KR_8013191145,15.24.734.7485,CLASSIC,0,1772
NA1_5422761625,15.23.728.3286,CLASSIC,5,912
NA1_5438505437,15.24.732.64,CLASSIC,7,1604
KR_8040591440,16.1.737.4870,CLASSIC,0,1253
EUW1_7602762289,15.22.724.5161,CLASSIC,8,1825
NA1_5444249417,15.24.734.7485,CLASSIC,6,1398
KR_8033767265,16.1.737.4870,CLASSIC,2,1795
KR_8028453680,16.1.737.4870,CLASSIC,2,1433
KR_8033039919,16.1.737.4870,ARAM,0,1130
KR_8037689138,16.1.737.4870,CLASSIC,2,2166
NA1_5421912180,15.23.728.3286,CLASSIC,8,1457
KR_8016557946,16.1.734.5787,ARAM,0,1415
KR_8011385312,15.24.734.7485,ARAM,0,1447
KR_8026814898,16.1.737.4870,ARAM,0,1453
KR_7997748105,15.24.734.7485,CLASSIC,3,2020
EUW1_7560742140,15.20.717.2831,CLASSIC,8,1801
KR_7883842237,15.21.721.4012,CLASSIC,0,1689
NA1_5422664924,15.23.728.3286,CLASSIC,6,974
KR_8031980837,16.1.737.4870,ARAM,0,1479
NA1_5423133699,15.23.728.3286,CLASSIC,4,1474
NA1_5424732740,15.23.728.3286,CLASSIC,6,1219
NA1_5453925613,15.24.734.7485,CLASSIC,9,1518
KR_8020095470,16.1.737.4870,ARAM,0,1438
EUW1_7607585018,15.22.724.5161,CLASSIC,5,1529
KR_7999895846,15.24.734.7485,CLASSIC,0,1030
NA1_5417033008,15.23.726.9074,SWIFTPLAY,5,1084
KR_7999074673,15.24.734.7485,CLASSIC,3,1922
NA1_5451639097,15.24.734.7485,CLASSIC,7,1163
EUW1_7607446824,15.22.724.5161,CLASSIC,4,1996
KR_8012470699,15.24.734.7485,ARAM,0,739
NA1_5433384234,15.24.732.64,CLASSIC,7,3010
KR_8012350976,15.24.734.7485,SWIFTPLAY,4,1251
KR_8024085386,16.1.737.4870,CLASSIC,3,1646
EUW1_7607149295,15.22.724.5161,ARAM,3,944
NA1_5418928414,15.23.728.3286,CLASSIC,6,2101
KR_8024197022,16.1.737.4870,CLASSIC,3,2118
NA1_5439830273,15.24.733.5841,CLASSIC,6,1625
NA1_5426163898,15.23.728.3286,CLASSIC,5,2047
KR_8035217166,16.1.737.4870,SWIFTPLAY,0,509
KR_8020477335,16.1.737.4870,ARAM,3,1288
NA1_5454031506,15.24.734.7485,CLASSIC,3,1804
NA1_5427974786,15.24.730.7955,CHERRY,4,1495
EUW1_7570057196,15.20.719.545,CHERRY,3,1406
NA1_5420771897,15.23.728.3286,CLASSIC,5,1597
NA1_5421092147,15.23.728.3286,ARAM,2,1350
NA1_5314080192,15.13.692.4165,ARAM,4,1483
NA1_5448944947,15.24.734.7485,CLASSIC,8,1704
NA1_5430246884,15.24.731.5210,CLASSIC,7,1717
KR_8035249651,16.1.737.4870,CLASSIC,0,1741
KR_8018576416,16.1.737.1049,CLASSIC,0,911
NA1_5437710303,15.24.732.64,CLASSIC,8,1784
EUW1_7585803940,15.21.721.8442,CLASSIC,4,1338
KR_8010815902,15.24.734.7485,ARAM,0,1544
EUW1_7569993691,15.20.719.545,CHERRY,4,1423
KR_8015383612,16.1.734.5787,ARAM,0,793
KR_8036340728,16.1.737.4870,CLASSIC,3,2530
KR_8011896941,15.24.734.7485,SWIFTPLAY,0,936
KR_8014322185,15.24.734.7485,ARAM,0,834
KR_8031276834,16.1.737.4870,ARAM,0,1655
EUW1_7505092534,15.16.706.7476,CLASSIC,5,1371
EUW1_7571911467,15.20.719.545,CLASSIC,6,1676
EUW1_7570902319,15.20.719.545,ARAM,3,942
KR_8034916785,16.1.737.4870,CLASSIC,0,1346
KR_8028019829,16.1.737.4870,ARAM,0,1788
NA1_5423905714,15.23.728.3286,CLASSIC,8,1749
KR_8022468591,16.1.737.4870,ARAM,0,1483
EUW1_7579754948,15.21.721.4012,CLASSIC,5,1724
KR_8012375748,15.24.734.7485,ARAM,0,1105
EUW1_7584193896,15.21.721.8442,CLASSIC,3,3003
EUW1_7079693462,14.16.609.8277,CLASSIC,0,1800
NA1_5439978904,15.24.733.5841,CLASSIC,8,1675
EUW1_7567821173,15.20.717.2831,CLASSIC,9,1515
NA1_5420563459,15.23.728.3286,ARAM,0,1462
EUW1_7567163670,15.20.717.2831,CLASSIC,4,1991
KR_8024699567,16.1.737.4870,ARAM,0,990
NA1_5437732737,15.24.732.64,CLASSIC,6,1989
EUW1_7607437898,15.22.724.5161,CHERRY,5,1442
NA1_5441193617,15.24.733.6673,CLASSIC,7,1380
NA1_5437722996,15.24.732.64,ARAM,3,991
EUW1_7602549113,15.22.724.5161,CHERRY,4,1571
KR_8038934380,16.1.737.4870,CLASSIC,0,1497
EUW1_7574428670,15.20.719.545,CLASSIC,8,1714
KR_8021949597,16.1.737.4870,ARAM,0,820
EUW1_7583530444,15.21.721.8442,CLASSIC,3,105
KR_8033913048,16.1.737.4870,ARAM,0,1291
EUW1_7491304991,15.15.701.6241,CLASSIC,4,1636
KR_8039967698,16.1.737.4870,ARAM,0,1289
EUW1_7574226840,15.20.719.545,SWIFTPLAY,0,1649
EUW1_7585717470,15.21.721.8442,CLASSIC,0,2373
NA1_5423598501,15.23.728.3286,CLASSIC,8,2127
EUW1_7613775450,15.23.728.3286,CLASSIC,4,965
NA1_5447329042,15.24.734.7485,CLASSIC,8,2103
NA1_5421050459,15.23.728.3286,ARAM,4,1665
EUW1_7569507372,15.20.719.545,CLASSIC,8,2348
NA1_5368178361,15.18.710.2811,CLASSIC,5,1532
EUW1_7612835442,15.23.728.3286,CLASSIC,7,1811
NA1_5412354641,15.22.724.5161,CLASSIC,5,1914
EUW1_7565386858,15.20.717.2831,CLASSIC,5,1359
NA1_5438565569,15.24.732.64,ARAM,5,1019
KR_8002082976,15.24.734.7485,CLASSIC,5,604
EUW1_7612695019,15.23.726.9074,CHERRY,6,1457
KR_7997708705,15.24.734.7485,CLASSIC,0,1805
NA1_5357702617,15.17.707.9808,CLASSIC,7,1156
EUW1_7525914829,15.18.710.2811,ARAM,6,976
EUW1_7569686342,15.20.719.545,CLASSIC,7,1924
NA1_5430416624,15.24.731.5210,CLASSIC,7,1641
NA1_5437909828,15.24.732.64,CLASSIC,2,1909
KR_8031446772,16.1.737.4870,CLASSIC,0,1721
EUW1_7609499811,15.23.726.9074,CLASSIC,3,1292
