MatchId,Patch,QueueType,RankFk,GameDuration
EUW1_7571441454,15.20.719.545,ARAM,6,1088
KR_8010856337,15.24.734.7485,ARAM,0,1320
EUW1_7559006583,15.19.715.1836,ARAM,4,1497
NA1_5439022179,15.24.733.5841,CLASSIC,1,1354
EUW1_7594597496,15.22.724.5161,CLASSIC,5,1984
EUW1_7569063267,15.20.719.545,CLASSIC,8,921
NA1_5455378275,15.24.734.7485,CLASSIC,5,1604
KR_8040807955,16.1.737.4870,CLASSIC,0,1328
KR_8010979022,15.24.734.7485,ARAM,0,1106
KR_8034729978,16.1.737.4870,ARAM,0,1415
KR_8014635105,15.24.734.7485,CLASSIC,2,1725
NA1_5451241221,15.24.734.7485,CLASSIC,8,2047
KR_7994340609,15.24.734.7485,CLASSIC,0,1546
NA1_5454045028,15.24.734.7485,CLASSIC,6,2458
EUW1_7569158888,15.20.719.545,CHERRY,3,1486
NA1_5446686672,15.24.734.7485,ARAM,0,985
KR_7822797032,15.18.710.2811,ARAM,0,1407
EUW1_7566869348,15.20.717.2831,CLASSIC,8,1716
EUW1_7600546352,15.22.724.5161,CLASSIC,2,1867
KR_8026839405,16.1.737.4870,ARAM,0,1330
NA1_5448341876,15.24.734.7485,CLASSIC,8,1622
KR_8024483590,16.1.737.4870,CLASSIC,3,1683
KR_8015218964,16.1.734.5787,CLASSIC,0,2421
NA1_5432807920,15.24.731.5210,CLASSIC,4,2551
KR_8026468340,16.1.737.4870,CLASSIC,0,1737
EUW1_7569305847,15.20.719.545,CLASSIC,8,1577
EUW1_7583195722,15.21.721.8442,CLASSIC,5,1913
KR_8025140613,16.1.737.4870,CLASSIC,4,1621
NA1_5428842675,15.24.730.7955,CLASSIC,7,1658
NA1_5444056018,15.24.734.7485,CLASSIC,8,922
KR_8012118025,15.24.734.7485,CLASSIC,4,1598
KR_8000090809,15.24.734.7485,ARAM,0,1473
EUW1_7575926021,15.20.719.545,CLASSIC,3,1278
EUW1_7158051107,14.20.623.6777,ARAM,0,1427
KR_8005802871,15.24.734.7485,ARAM,0,977
EUW1_7562110303,15.20.717.2831,CHERRY,6,1576
EUW1_7571109341,15.20.719.545,CLASSIC,8,1696
KR_8011257080,15.24.734.7485,ARAM,0,1028
NA1_5421459074,15.23.728.3286,ARAM,0,1402
KR_8026472875,16.1.737.4870,ARAM,0,1809
NA1_5431018642,15.24.731.5210,CLASSIC,8,1841
EUW1_7585018267,15.21.721.8442,CLASSIC,0,1799
NA1_5368761338,15.18.710.2811,CLASSIC,7,1658
EUW1_7566218863,15.20.717.2831,CLASSIC,8,946
NA1_5429133625,15.24.731.2566,CLASSIC,6,2101
NA1_5422231673,15.23.728.3286,CLASSIC,8,1633
NA1_5426908156,15.23.728.3286,CHERRY,6,1428
NA1_5449577490,15.24.734.7485,CLASSIC,8,1620
EUW1_7594343369,15.22.724.5161,CLASSIC,6,1749
EUW1_7377857746,15.8.675.10,SWIFTPLAY,0,2111
NA1_5442398811,15.24.734.7485,CLASSIC,4,1972
EUW1_7573181794,15.20.719.545,CLASSIC,8,1703
KR_8033925163,16.1.737.4870,CLASSIC,0,1692
EUW1_7521746560,15.17.708.5788,ARAM,2,1358
EUW1_7568553966,15.20.717.2831,CLASSIC,8,1904
NA1_5430905845,15.24.731.5210,CLASSIC,8,2502
EUW1_7569952632,15.20.719.545,CHERRY,8,1564
KR_7972152064,15.24.733.5841,SWIFTPLAY,0,1851
KR_8039047922,16.1.737.4870,CLASSIC,0,1086
EUW1_7608308223,15.22.724.5161,CLASSIC,7,2441
NA1_5436206480,15.24.732.64,CLASSIC,5,1640
KR_8012146389,15.24.734.7485,CLASSIC,0,2220
KR_7999961882,15.24.734.7485,SWIFTPLAY,0,940
KR_8033932977,16.1.737.4870,CLASSIC,6,1431
KR_8039604978,16.1.737.4870,ARAM,0,1155
NA1_5424066781,15.23.728.3286,CLASSIC,7,1621
EUW1_7569886291,15.20.719.545,CHERRY,5,1318
EUW1_7601523729,15.22.724.5161,CLASSIC,8,1782
EUW1_7569299937,15.20.719.545,CLASSIC,5,1806
KR_8041804736,16.1.737.4870,ARAM,0,1344
EUW1_7568594569,15.20.717.2831,CHERRY,8,1643
KR_8032131577,16.1.737.4870,ARAM,0,1381
EUW1_7600420764,15.22.724.5161,CLASSIC,4,2066
EUW1_7572713642,15.20.719.545,ARAM,8,926
KR_8014268813,15.24.734.7485,ARAM,0,1051
NA1_5447292989,15.24.734.7485,CHERRY,0,1564
NA1_5422003838,15.23.728.3286,CLASSIC,9,1808
NA1_5424924955,15.23.728.3286,CHERRY,5,1471
NA1_5429753312,15.24.731.5210,ARAM,0,995
NA1_5438020292,15.24.732.64,CLASSIC,7,1699
NA1_5451075141,15.24.734.7485,CLASSIC,3,2137
NA1_5420236894,15.23.728.3286,CLASSIC,7,1936
EUW1_7607072917,15.22.724.5161,CLASSIC,5,1823
EUW1_7597856241,15.22.724.5161,ARAM,5,1073
NA1_5428185997,15.24.730.7955,CLASSIC,8,912
KR_8021334918,16.1.737.4870,CLASSIC,7,1289
KR_8039310533,16.1.737.4870,ARAM,0,569
NA1_5429514199,15.24.731.5210,CLASSIC,5,1841
NA1_5422097506,15.23.728.3286,CLASSIC,7,923
EUW1_7605954806,15.22.724.5161,CLASSIC,6,1984
KR_8034221086,16.1.737.4870,CLASSIC,0,2025
EUW1_7605036407,15.22.724.5161,CLASSIC,7,2036
NA1_5428410041,15.24.730.7955,SWIFTPLAY,0,1158
KR_8027188880,16.1.737.4870,ARAM,0,802
KR_8039112410,16.1.737.4870,ARAM,0,1049
EUW1_7581087321,15.21.721.8442,CLASSIC,3,1737
NA1_5449001824,15.24.734.7485,CLASSIC,8,1927
NA1_5448756912,15.24.734.7485,ARAM,4,786
EUW1_7568427956,15.20.717.2831,ARAM,2,1646
NA1_5452452900,15.24.734.7485,ARAM,0,1121
KR_8033410074,16.1.737.4870,ARAM,5,1584
NA1_5437326744,15.24.732.64,CHERRY,6,1433
NA1_5398123493,15.20.719.545,ARAM,5,923
NA1_5405475302,15.21.721.8442,ARAM,4,789
EUW1_7609875370,15.23.726.9074,CLASSIC,6,1465
EUW1_7610723016,15.23.726.9074,CLASSIC,4,1998
EUW1_7565403153,15.20.717.2831,CLASSIC,4,2227
NA1_5429270649,15.24.731.2566,CLASSIC,8,1704
KR_8021555383,16.1.737.4870,SWIFTPLAY,0,1043
KR_7994779104,15.24.734.7485,CLASSIC,0,1939
NA1_5418813753,15.23.728.3286,CLASSIC,6,2703
EUW1_7570568447,15.20.719.545,CHERRY,5,1388
KR_8027190867,16.1.737.4870,ARAM,0,957
KR_8032133652,16.1.737.4870,CLASSIC,0,1831
KR_8030885265,16.1.737.4870,CLASSIC,0,1770
KR_8009301030,15.24.734.7485,ARAM,0,1320
KR_8018613949,16.1.737.1049,ARAM,0,1220
KR_8018553107,16.1.737.1049,CLASSIC,0,1834
EUW1_7601789164,15.22.724.5161,CLASSIC,6,2176
NA1_5429507860,15.24.731.5210,ARAM,4,876
KR_7969018654,15.24.733.5841,ARAM,0,1508
EUW1_7569310144,15.20.719.545,CLASSIC,8,1982
NA1_5431108957,15.24.731.5210,CLASSIC,5,1515
KR_8013732050,15.24.734.7485,ARAM,0,1448
KR_8011593613,15.24.734.7485,ARAM,0,980
KR_8015695922,16.1.734.5787,CLASSIC,0,925
EUW1_7565344172,15.20.717.2831,CLASSIC,8,1168
KR_8011068423,15.24.734.7485,CLASSIC,7,1823
NA1_5439818581,15.24.733.5841,CLASSIC,5,2063
KR_8021590375,16.1.737.4870,ARAM,0,1176
KR_8017331597,16.1.737.1049,CLASSIC,0,2015
EUW1_7606715631,15.22.724.5161,CLASSIC,5,1594
KR_8032351264,16.1.737.4870,CLASSIC,0,1305
NA1_5420692892,15.23.728.3286,CLASSIC,7,2285
NA1_5417802288,15.23.726.9074,CLASSIC,3,1076
EUW1_7600224504,15.22.724.5161,CLASSIC,9,1433
KR_8007992853,15.24.734.7485,CLASSIC,0,1539
NA1_5434873023,15.24.732.64,CLASSIC,4,1006
EUW1_7601619363,15.22.724.5161,CHERRY,5,1477
NA1_5453303439,15.24.734.7485,CLASSIC,8,2276
EUW1_7568425596,15.20.717.2831,ARAM,0,1042
NA1_5438091344,15.24.732.64,CLASSIC,8,106
KR_8022669238,16.1.737.4870,ARAM,0,876
NA1_5438816997,15.24.733.5841,CLASSIC,4,2131
NA1_5423049093,15.23.728.3286,CLASSIC,5,1950
KR_8023125703,16.1.737.4870,CLASSIC,0,913
KR_8009208007,15.24.734.7485,CHERRY,2,1619
EUW1_7569812270,15.20.719.545,CHERRY,3,1570
KR_8021174445,16.1.737.4870,ARAM,0,1048
EUW1_7604990152,15.22.724.5161,ARAM,1,308
KR_8029701270,16.1.737.4870,ARAM,0,1301
NA1_5422155890,15.23.728.3286,ARAM,0,917
NA1_5391280968,15.20.717.2831,CLASSIC,7,1747
KR_7977335535,15.24.734.7485,CLASSIC,0,1778
NA1_5410911938,15.22.724.5161,SWIFTPLAY,5,1768
KR_8031377897,16.1.737.4870,SWIFTPLAY,0,1492
NA1_5424457321,15.23.728.3286,CLASSIC,4,1711
EUW1_7548002603,15.19.715.1836,CHERRY,4,2059
EUW1_7572464354,15.20.719.545,CLASSIC,8,1111
EUW1_7568854586,15.20.719.545,CLASSIC,5,1867
NA1_5419824329,15.23.728.3286,CLASSIC,8,1580
KR_8016754964,16.1.737.1049,CLASSIC,3,1355
EUW1_7101161439,14.17.614.2229,CHERRY,0,1131
EUW1_7599640157,15.22.724.5161,CLASSIC,5,1162
KR_8030789652,16.1.737.4870,CLASSIC,5,1298
KR_8039419549,16.1.737.4870,CLASSIC,0,117
EUW1_7606937910,15.22.724.5161,CLASSIC,6,2073
KR_8034675056,16.1.737.4870,ARAM,0,1241
KR_8014857349,16.1.734.5787,CLASSIC,0,1703
KR_8024525225,16.1.737.4870,CLASSIC,0,1260
EUW1_7569589942,15.20.719.545,ARAM,5,1029
KR_8027810109,16.1.737.4870,ARAM,0,690
NA1_5422614463,15.23.728.3286,CLASSIC,8,2075
EUW1_7597163471,15.22.724.5161,CLASSIC,8,1587
NA1_5423390695,15.23.728.3286,CLASSIC,8,1997
EUW1_7570771761,15.20.719.545,CLASSIC,8,1337
KR_8020803846,16.1.737.4870,CLASSIC,6,1496
NA1_5433771299,15.24.732.64,CLASSIC,8,1769
NA1_5394053583,15.20.719.545,CHERRY,5,1509
EUW1_7536573668,15.18.710.2811,CLASSIC,6,1499
EUW1_7605215778,15.22.724.5161,CLASSIC,1,1782
EUW1_7602189966,15.22.724.5161,CLASSIC,4,1244
NA1_5420750326,15.23.728.3286,CLASSIC,7,1832
NA1_5416895726,15.23.726.9074,CLASSIC,7,1588
KR_8030093266,16.1.737.4870,CLASSIC,0,2097
EUW1_7606531411,15.22.724.5161,CLASSIC,6,1569
KR_8008910508,15.24.734.7485,ARAM,0,900
KR_7990580478,15.24.734.7485,CLASSIC,0,946
KR_8033654323,16.1.737.4870,ARAM,0,971
KR_8027901352,16.1.737.4870,CLASSIC,2,2113
KR_8029046328,16.1.737.4870,CLASSIC,0,2040
KR_8037608152,16.1.737.4870,CLASSIC,0,2035
KR_8004946836,15.24.734.7485,ARAM,0,1279
EUW1_7582139682,15.21.721.8442,CHERRY,5,1381
NA1_5428927665,15.24.730.7955,CLASSIC,8,1424
KR_7925321263,15.23.728.3286,CLASSIC,0,2120
KR_7997999276,15.24.734.7485,CLASSIC,0,2016
NA1_4976473365,14.8.576.8838,CLASSIC,0,2006
NA1_5438325589,15.24.732.64,CLASSIC,3,1814
EUW1_7562788302,15.20.717.2831,CLASSIC,7,1258
KR_8026991554,16.1.737.4870,CLASSIC,2,2104
NA1_5439300835,15.24.733.5841,CLASSIC,9,1688
NA1_5418830243,15.23.728.3286,CLASSIC,6,1818
KR_7956013189,15.24.731.5210,ARAM,0,1605
EUW1_7603946648,15.22.724.5161,CLASSIC,5,2039
EUW1_7596503862,15.22.724.5161,CLASSIC,4,1756
EUW1_7578857742,15.21.720.925,CHERRY,0,1364
NA1_5453418333,15.24.734.7485,CLASSIC,8,1828
EUW1_7571663862,15.20.719.545,CLASSIC,8,1872
EUW1_7573621714,15.20.719.545,ARAM,0,920
EUW1_7602576162,15.22.724.5161,CLASSIC,4,2082
EUW1_7599458852,15.22.724.5161,CLASSIC,0,1348
KR_8021065983,16.1.737.4870,CLASSIC,0,1487
KR_7997150239,15.24.734.7485,ARAM,0,1106
KR_8028698532,16.1.737.4870,CLASSIC,2,83
KR_8036474518,16.1.737.4870,ARAM,0,1328
EUW1_7533303072,15.18.710.2811,CLASSIC,7,1629
KR_8016843405,16.1.737.1049,CLASSIC,0,1187
KR_8019145840,16.1.737.1049,ARAM,0,1028
KR_8029022227,16.1.737.4870,ARAM,0,1604
EUW1_7582256120,15.21.721.8442,CHERRY,5,1338
KR_8003068219,15.24.734.7485,ARAM,0,815
EUW1_7573680964,15.20.719.545,CLASSIC,8,1607
KR_8028679019,16.1.737.4870,ARAM,0,1185
KR_8032159427,16.1.737.4870,ARAM,0,1030
KR_8034911556,16.1.737.4870,CLASSIC,0,1893
KR_8009900741,15.24.734.7485,ARAM,0,565
EUW1_7604990537,15.22.724.5161,CLASSIC,6,2185
NA1_5453850019,15.24.734.7485,CLASSIC,7,1832
EUW1_7560912289,15.20.717.2831,CLASSIC,8,1157
NA1_5424185773,15.23.728.3286,CHERRY,5,1543
EUW1_7605333729,15.22.724.5161,CLASSIC,6,1586
NA1_5432318375,15.24.731.5210,CLASSIC,8,916
EUW1_7517327411,15.17.708.5788,CLASSIC,4,1880
NA1_5437585859,15.24.732.64,SWIFTPLAY,6,1398
KR_8007090000,15.24.734.7485,ARAM,0,1001
NA1_5423064821,15.23.728.3286,SWIFTPLAY,4,1362
KR_7841747749,15.19.715.1836,CLASSIC,0,1511
EUW1_7605634279,15.22.724.5161,CLASSIC,4,1125
NA1_5440248636,15.24.733.6673,CLASSIC,4,2310
EUW1_7568208860,15.20.717.2831,CLASSIC,8,1871
KR_8012450033,15.24.734.7485,ARAM,0,1665
NA1_5427133403,15.24.730.505,CLASSIC,8,1656
KR_8033201995,16.1.737.4870,CLASSIC,0,1616
EUW1_7563957037,15.20.717.2831,CLASSIC,4,1750
NA1_5430417032,15.24.731.5210,CLASSIC,5,1717
KR_8011544009,15.24.734.7485,ARAM,0,599
NA1_5422448024,15.23.728.3286,CLASSIC,8,914
EUW1_7604266810,15.22.724.5161,CHERRY,0,1271
KR_8029917431,16.1.737.4870,CLASSIC,0,76
EUW1_7571011376,15.20.719.545,SWIFTPLAY,8,1054
KR_8030557763,16.1.737.4870,ARAM,0,942
KR_7953107085,15.24.731.5210,CLASSIC,0,963
NA1_5423280393,15.23.728.3286,CLASSIC,8,1565
KR_8031667347,16.1.737.4870,CLASSIC,6,2346
EUW1_7570735778,15.20.719.545,CLASSIC,8,1674
NA1_5432835987,15.24.731.5210,CLASSIC,2,1159
EUW1_7580378271,15.21.721.8442,ARAM,0,1561
EUW1_7567341522,15.20.717.2831,CLASSIC,8,1717
KR_8027368622,16.1.737.4870,CLASSIC,2,1921
EUW1_7564115157,15.20.717.2831,CLASSIC,8,1625
NA1_5421012779,15.23.728.3286,CLASSIC,8,2174
KR_8011216958,15.24.734.7485,CLASSIC,0,2286
KR_8035330777,16.1.737.4870,ARAM,0,1078
EUW1_7571062089,15.20.719.545,CLASSIC,9,1428
NA1_5397764230,15.20.719.545,ARAM,0,717
EUW1_7573377165,15.20.719.545,CHERRY,8,1681
EUW1_7360395884,15.7.670.3172,CLASSIC,6,1384
EUW1_7605731836,15.22.724.5161,CLASSIC,6,1664
NA1_5417655333,15.23.726.9074,CLASSIC,7,1298
NA1_5437107847,15.24.732.64,CLASSIC,7,2038
EUW1_7571865644,15.20.719.545,CLASSIC,8,1572
KR_7987577139,15.24.734.7485,CLASSIC,0,1485
NA1_5419914201,15.23.728.3286,CLASSIC,8,1648
KR_7985698779,15.24.734.7485,CLASSIC,0,1983
EUW1_7585622589,15.21.721.8442,CLASSIC,4,2454
EUW1_7523981443,15.17.708.5788,CLASSIC,6,2250
NA1_5418893298,15.23.728.3286,CLASSIC,7,1931
NA1_5421559452,15.23.728.3286,CLASSIC,4,2594
NA1_5435134370,15.24.732.64,CLASSIC,5,1627
KR_8010365643,15.24.734.7485,CLASSIC,0,1819
NA1_5416429982,15.22.724.5161,SWIFTPLAY,4,1718
NA1_5423403693,15.23.728.3286,CLASSIC,7,1742
KR_8039714564,16.1.737.4870,ARAM,0,745
KR_8012513717,15.24.734.7485,CLASSIC,0,1861
NA1_5423727070,15.23.728.3286,CLASSIC,4,2028
KR_8017078233,16.1.737.1049,ARAM,0,1168
KR_8006844988,15.24.734.7485,ARAM,0,995
KR_7963544596,15.24.732.64,CLASSIC,0,1774
NA1_5449623567,15.24.734.7485,CLASSIC,6,2308
KR_7868926161,15.20.717.2831,CLASSIC,0,1380
KR_8011759649,15.24.734.7485,ARAM,3,1369
KR_7877183839,15.20.719.545,ARAM,0,2080
EUW1_7580643258,15.21.721.8442,CLASSIC,3,1368
NA1_5423075880,15.23.728.3286,CLASSIC,7,1713
KR_8028162757,16.1.737.4870,ARAM,0,1267
EUW1_7581204796,15.21.721.8442,CHERRY,2,1418
KR_8030143990,16.1.737.4870,ARAM,0,1235
EUW1_7567006482,15.20.717.2831,CLASSIC,6,2232
EUW1_7566178258,15.20.717.2831,CLASSIC,5,969
KR_8034885283,16.1.737.4870,ARAM,0,1327
EUW1_7583242846,15.21.721.8442,CLASSIC,6,1646
KR_7981370752,15.24.734.7485,CLASSIC,0,1986
KR_8024778747,16.1.737.4870,ARAM,0,1334
KR_8000891566,15.24.734.7485,ARAM,2,1485
KR_8035395491,16.1.737.4870,CLASSIC,2,989
KR_8031128673,16.1.737.4870,CLASSIC,0,2004
KR_8005839917,15.24.734.7485,CLASSIC,0,1160
EUW1_7570870604,15.20.719.545,CHERRY,8,1451
EUW1_7571050601,15.20.719.545,CLASSIC,8,1131
KR_7868146024,15.20.717.2831,ARAM,0,1373
NA1_5414288515,15.22.724.5161,CLASSIC,6,2332
NA1_5436861088,15.24.732.64,CLASSIC,4,1663
KR_8016873415,16.1.737.1049,SWIFTPLAY,0,674
KR_8034959178,16.1.737.4870,CLASSIC,0,2034
KR_8009639726,15.24.734.7485,ARAM,0,1350
NA1_5428100859,15.24.730.7955,CLASSIC,7,2057
EUW1_7490379372,15.15.701.6241,ARAM,6,1277
KR_8022073621,16.1.737.4870,ARAM,0,995
EUW1_7566521734,15.20.717.2831,CHERRY,6,1304
KR_7982839783,15.24.734.7485,CLASSIC,0,1563
KR_7391978198,14.23.636.9832,ARAM,0,1078
NA1_5411223896,15.22.724.5161,CLASSIC,6,1576
NA1_5439430914,15.24.733.5841,CLASSIC,8,1945
EUW1_7232415963,14.24.644.2327,CLASSIC,6,2055
KR_8033069088,16.1.737.4870,CLASSIC,0,911
EUW1_7570278009,15.20.719.545,CLASSIC,9,2531
EUW1_7611603524,15.23.726.9074,CLASSIC,0,1468
NA1_5416573491,15.22.724.5161,CLASSIC,4,2333
EUW1_7572990944,15.20.719.545,CLASSIC,9,1381
KR_8018652277,16.1.737.1049,ARAM,0,1334
EUW1_7536741165,15.18.710.2811,CLASSIC,3,1926
EUW1_7612058370,15.23.726.9074,ARAM,0,1259
NA1_5429999667,15.24.731.5210,CLASSIC,3,1183
KR_8037718948,16.1.737.4870,CLASSIC,0,1170
NA1_5433571801,15.24.732.64,CLASSIC,4,1722
EUW1_7568288765,15.20.717.2831,CLASSIC,8,1452
KR_8017501476,16.1.737.1049,CLASSIC,0,1016
KR_8038218071,16.1.737.4870,CLASSIC,0,1975
EUW1_7565431531,15.20.717.2831,CLASSIC,5,2074
NA1_5434374535,15.24.732.64,CLASSIC,8,1697
EUW1_7545329204,15.19.715.1836,CLASSIC,8,1964
KR_8033433882,16.1.737.4870,CLASSIC,0,1546
KR_8025574373,16.1.737.4870,CLASSIC,0,133
EUW1_7573795754,15.20.719.545,CLASSIC,8,913
EUW1_7562425157,15.20.717.2831,CLASSIC,8,2116
KR_7994234843,15.24.734.7485,ARAM,0,697
KR_7990929154,15.24.734.7485,ARAM,0,753
EUW1_7602173814,15.22.724.5161,CLASSIC,7,1734
NA1_5425968716,15.23.728.3286,CLASSIC,8,1257
EUW1_7598961711,15.22.724.5161,CLASSIC,3,171
KR_8038479391,16.1.737.4870,CLASSIC,0,1974
KR_7991358742,15.24.734.7485,CLASSIC,0,1535
NA1_5423811083,15.23.728.3286,CLASSIC,7,940
NA1_5419712905,15.23.728.3286,CLASSIC,7,1678
NA1_5434821718,15.24.732.64,CLASSIC,3,2202
KR_8008823618,15.24.734.7485,CLASSIC,0,2137
NA1_5426497372,15.23.728.3286,CLASSIC,8,1468
EUW1_7603248330,15.22.724.5161,ARAM,0,1408
KR_8034643703,16.1.737.4870,ARAM,0,1178
EUW1_7566976354,15.20.717.2831,CLASSIC,8,1857
KR_8009971536,15.24.734.7485,ARAM,4,1242
NA1_5454218949,15.24.734.7485,CLASSIC,7,1593
NA1_5423167517,15.23.728.3286,CLASSIC,8,1639
EUW1_7597757709,15.22.724.5161,CLASSIC,8,1977
KR_8021774344,16.1.737.4870,ARAM,0,1235
KR_8032149376,16.1.737.4870,CLASSIC,3,1969
NA1_5424184436,15.23.728.3286,ARAM,0,1707
KR_8031589972,16.1.737.4870,CLASSIC,2,1490
NA1_5435241267,15.24.732.64,CLASSIC,6,1685
KR_8016990673,16.1.737.1049,CLASSIC,3,2330
KR_8027795559,16.1.737.4870,ARAM,0,1440
EUW1_7571698225,15.20.719.545,ARAM,0,1570
EUW1_7569952753,15.20.719.545,CLASSIC,2,2236
KR_8038414791,16.1.737.4870,CLASSIC,0,2009
EUW1_7554540417,15.19.715.1836,CLASSIC,3,999
NA1_5423144741,15.23.728.3286,CLASSIC,7,1706
KR_7991366081,15.24.734.7485,ARAM,0,922
NA1_5448939883,15.24.734.7485,CLASSIC,3,2075
NA1_5425424167,15.23.728.3286,CHERRY,5,1518
KR_8026103791,16.1.737.4870,CLASSIC,0,2043
NA1_5415006752,15.22.724.5161,ARAM,2,1066
KR_8023989343,16.1.737.4870,ARAM,0,1547
KR_8035696232,16.1.737.4870,CLASSIC,0,1567
KR_8037263551,16.1.737.4870,CLASSIC,0,2226
EUW1_7610393973,15.23.726.9074,CLASSIC,3,1188
KR_7974503430,15.24.733.6673,CLASSIC,0,1758
KR_8013221989,15.24.734.7485,ARAM,0,1280
KR_8001337973,15.24.734.7485,SWIFTPLAY,3,1273
NA1_5427313655,15.24.730.7955,CLASSIC,3,1638
KR_8013891804,15.24.734.7485,CLASSIC,4,1717
NA1_5420903118,15.23.728.3286,CLASSIC,4,2141
EUW1_7613859023,15.23.728.3286,CLASSIC,7,1949
EUW1_7572338786,15.20.719.545,CLASSIC,8,2423
NA1_5420339828,15.23.728.3286,ARAM,5,1056
EUW1_7572547158,15.20.719.545,CLASSIC,8,1656
EUW1_7606813186,15.22.724.5161,CLASSIC,6,1836
NA1_5430091084,15.24.731.5210,ARAM,4,1686
KR_7989380219,15.24.734.7485,ARAM,0,1094
EUW1_7568983548,15.20.719.545,CLASSIC,0,1627
KR_8021717144,16.1.737.4870,CLASSIC,0,1725
EUW1_7604566852,15.22.724.5161,CLASSIC,4,1649
KR_8035033438,16.1.737.4870,ARAM,0,1220
EUW1_7596438882,15.22.724.5161,CLASSIC,5,2533
KR_8038949450,16.1.737.4870,ARAM,0,931
NA1_5440368470,15.24.733.6673,CLASSIC,8,1349
KR_8011402859,15.24.734.7485,SWIFTPLAY,0,924
EUW1_7570491678,15.20.719.545,CLASSIC,8,1861
NA1_5419104890,15.23.728.3286,CHERRY,0,1691
EUW1_7522894795,15.17.708.5788,CLASSIC,4,1713
NA1_5436033598,15.24.732.64,CHERRY,5,1587
KR_7684358375,15.12.688.6522,ARAM,0,1796
EUW1_7604911437,15.22.724.5161,CLASSIC,3,1920
NA1_5422150061,15.23.728.3286,CLASSIC,5,1474
NA1_5438219935,15.24.732.64,CLASSIC,7,1290
EUW1_7572860291,15.20.719.545,CLASSIC,8,1147
EUW1_7389807571,15.9.678.1456,CLASSIC,6,1642
NA1_5433849844,15.24.732.64,CLASSIC,8,1770
EUW1_7535118470,15.18.710.2811,CLASSIC,7,1970
EUW1_7424995945,15.11.685.5259,CLASSIC,2,1464
KR_8031864808,16.1.737.4870,ARAM,0,685
NA1_5423532974,15.23.728.3286,CLASSIC,6,913
KR_8025312131,16.1.737.4870,CLASSIC,4,2171
NA1_5437377230,15.24.732.64,CLASSIC,8,1818
NA1_5426892212,15.23.728.3286,CHERRY,4,1595
NA1_5422907204,15.23.728.3286,CLASSIC,7,1887
NA1_5425468860,15.23.728.3286,CLASSIC,8,923
KR_8004725524,15.24.734.7485,ARAM,0,845
KR_8037945215,16.1.737.4870,CLASSIC,0,972
NA1_5453168060,15.24.734.7485,ARAM,0,1195
KR_8021327224,16.1.737.4870,CLASSIC,4,911
EUW1_7608228692,15.22.724.5161,CLASSIC,0,1923
NA1_5436835182,15.24.732.64,CHERRY,0,1401
EUW1_7573613627,15.20.719.545,CLASSIC,2,1704
KR_8011408504,15.24.734.7485,CLASSIC,0,1765
KR_7983009990,15.24.734.7485,ARAM,0,1109
KR_8022584377,16.1.737.4870,CLASSIC,2,1468
EUW1_7523032908,15.17.708.5788,CLASSIC,4,1824
NA1_5426447510,15.23.728.3286,CLASSIC,6,1452
NA1_5407211644,15.22.723.8534,CLASSIC,2,1648
NA1_5417470232,15.23.726.9074,CLASSIC,7,360
EUW1_7572936736,15.20.719.545,CLASSIC,8,1619
NA1_5439655186,15.24.733.5841,CLASSIC,6,929
KR_8022938775,16.1.737.4870,CLASSIC,0,2363
EUW1_7591833637,15.21.721.8442,CLASSIC,5,1356
EUW1_7612788491,15.23.728.3286,CLASSIC,7,1922
NA1_5454885539,15.24.734.7485,CLASSIC,7,1621
EUW1_7586681986,15.21.721.8442,CLASSIC,5,1624
KR_8010566642,15.24.734.7485,CLASSIC,0,1952
KR_8038520378,16.1.737.4870,ARAM,0,1118
EUW1_7605703906,15.22.724.5161,CLASSIC,4,2577
EUW1_7600385885,15.22.724.5161,CLASSIC,8,1671
EUW1_7582910991,15.21.721.8442,CHERRY,5,1557
EUW1_7570804002,15.20.719.545,CLASSIC,8,2292
KR_8021928879,16.1.737.4870,CLASSIC,0,2150
EUW1_7603496872,15.22.724.5161,CLASSIC,6,1487
KR_8036603473,16.1.737.4870,ARAM,0,681
NA1_5426791871,15.23.728.3286,CLASSIC,8,1677
NA1_5421785927,15.23.728.3286,CLASSIC,7,2110
NA1_5419682696,15.23.728.3286,CLASSIC,3,1453
KR_8027453746,16.1.737.4870,CLASSIC,0,2043
EUW1_7604151822,15.22.724.5161,CLASSIC,0,1958
KR_8011635619,15.24.734.7485,CLASSIC,0,2009
NA1_5422616646,15.23.728.3286,CLASSIC,8,1697
NA1_5428560723,15.24.730.7955,CLASSIC,5,2551
EUW1_7563263142,15.20.717.2831,ARAM,0,993
EUW1_7597645473,15.22.724.5161,CLASSIC,0,2132
EUW1_7568733864,15.20.719.545,ARAM,0,978
KR_8022891611,16.1.737.4870,ARAM,0,1206
KR_8037427551,16.1.737.4870,CLASSIC,4,1344
NA1_5439530034,15.24.733.5841,ARAM,0,729
EUW1_7567707707,15.20.717.2831,ARAM,5,1573
KR_8025871381,16.1.737.4870,ARAM,0,1752
KR_7949315385,15.24.731.5210,CLASSIC,4,1539
NA1_5431401425,15.24.731.5210,CLASSIC,8,1954
NA1_5440076859,15.24.733.5841,CLASSIC,6,2249
EUW1_7613673768,15.23.728.3286,CLASSIC,2,2325
KR_8013325205,15.24.734.7485,ARAM,0,992
EUW1_7568703591,15.20.719.545,ARAM,0,1526
