SummonerMatchId,SummonerFk,MatchFk,ChampionFk
574744,124405,KR_8032240437,126
574750,124409,KR_8032146008,517
574756,124414,KR_8032146008,360
574758,124415,KR_8028463629,150
574761,124338,KR_8028463629,81
574764,124418,KR_8028463629,23
574768,124420,KR_8026735951,14
574770,124422,KR_8026735951,39
574781,124429,KR_8026636564,22
574789,124435,KR_8026540079,234
574790,118508,KR_8026540079,7
574797,124338,KR_8026540079,111
574800,124443,KR_8021647990,103
574808,124450,KR_8021589988,516
574812,124452,KR_8021589988,101
574814,124453,KR_8021589988,24
574818,124456,KR_8021499764,777
574819,124457,KR_8021499764,254
574822,124460,KR_8021499764,53
574830,124466,KR_8021439622,238
574831,124467,KR_8021439622,21
574833,124441,KR_8021439622,85
574836,124470,KR_8021439622,236
575049,124555,KR_8032336373,104
575056,124560,KR_8032336373,51
575059,124563,KR_8032286616,126
575063,124566,KR_8032286616,23
575066,124569,KR_8032286616,67
575068,124570,KR_8032202447,41
575075,32489,KR_8032202447,238
575081,124578,KR_8029438702,222
575083,124579,KR_8029438702,8
575085,124581,KR_8029438702,84
575091,124553,KR_8029393226,202
575094,124587,KR_8029393226,28
575098,124591,KR_8029325481,777
575100,124593,KR_8029325481,5
575105,124597,KR_8029325481,3
575109,124600,KR_8028469375,131
575110,35511,KR_8028469375,84
575118,124607,KR_8028354899,17
575119,21346,KR_8028354899,64
575120,96728,KR_8028354899,4
575123,124610,KR_8028354899,106
575133,98521,KR_8028297510,8
575140,124622,KR_8027677192,157
575141,124553,KR_8027677192,202
575142,124623,KR_8027677192,25
575145,69339,KR_8027677192,3
575146,124626,KR_8027677192,523
575150,124629,KR_8025093042,711
575153,51498,KR_8025093042,58
575156,124553,KR_8025093042,51
575159,62974,KR_8025029762,799
575162,16643,KR_8025029762,89
575170,124641,KR_8024998163,4
575175,124644,KR_8024998163,74
575176,124645,KR_8024998163,81
575178,124647,KR_8024930367,164
575181,124649,KR_8024930367,901
575182,124650,KR_8024930367,53
575185,124653,KR_8024930367,84
575188,40416,KR_8024294735,897
575192,91614,KR_8024294735,147
575194,124660,KR_8024294735,59
575195,124661,KR_8024294735,777
575197,124662,KR_8024294735,3
575201,124663,KR_8024214627,360
575205,28504,KR_8024214627,893
575209,124666,KR_8024009149,54
575214,124668,KR_8024009149,126
575215,124553,KR_8024009149,101
575216,124669,KR_8024009149,523
575223,124676,KR_8023943211,266
575229,124679,KR_8023796191,5
575230,124680,KR_8023796191,134
575231,18338,KR_8023796191,81
575235,124683,KR_8023796191,238
575241,124687,KR_8035349739,51
575242,124688,KR_8035349739,16
575245,124691,KR_8035349739,45
575246,124692,KR_8035349739,18
575254,124699,KR_8034530697,54
575258,19061,KR_8034485205,24
575261,60031,KR_8034485205,81
575263,124685,KR_8034485205,777
575268,124707,KR_8034391403,106
575269,124708,KR_8034391403,238
575273,124712,KR_8034391403,110
575275,124713,KR_8034391403,55
575278,124716,KR_8034299488,887
575284,124720,KR_8034299488,20
575290,124725,KR_8034174306,800
575292,124685,KR_8034174306,25
575293,124727,KR_8034174306,122
575295,124729,KR_8034174306,893
575298,124732,KR_8034039554,58
575310,124743,KR_8034010504,517
575312,124744,KR_8034010504,99
575314,124746,KR_8034010504,126
575315,124747,KR_8034010504,893
575318,124750,KR_8033906747,126
575321,124753,KR_8033906747,236
575322,124754,KR_8033906747,526
575326,124685,KR_8033906747,81
575329,124759,KR_8033278591,876
575331,124685,KR_8033278591,15
575333,124761,KR_8033278591,67
575334,124762,KR_8033278591,113
575336,124764,KR_8033278591,112
575339,124767,KR_8030045131,32
575340,124768,KR_8030045131,110
575341,124685,KR_8030045131,81
575343,124770,KR_8030045131,876
575344,124771,KR_8030045131,126
575346,124773,KR_8030045131,901
575349,124685,KR_8029905881,154
575350,83034,KR_8029905881,110
575357,124779,KR_8029905881,412
575359,124781,KR_8028356722,64
575362,124783,KR_8028356722,201
575380,124798,KR_8028116824,711
575383,124800,KR_8028116824,86
575389,124805,KR_8024478530,33
575393,124808,KR_8024478530,777
575396,124809,KR_8024478530,21
575398,124810,KR_8024455206,154
575401,119458,KR_8024455206,15
575402,124813,KR_8024455206,223
575405,124815,KR_8024455206,80
575408,124816,KR_8024398310,48
575410,124818,KR_8024398310,84
575412,124809,KR_8024398310,50
575419,124825,KR_8022385006,64
575420,124826,KR_8022385006,84
575427,124832,KR_8022385006,267
575634,124962,KR_8031367501,121
575635,124963,KR_8031367501,105
575638,124961,KR_8031312748,31
575643,124969,KR_8031312748,5
575646,124972,KR_8031312748,81
575651,95324,KR_8031252964,119
575657,124980,KR_8031252964,50
575658,124961,KR_8031213922,86
575660,124982,KR_8031213922,7
575662,124983,KR_8031213922,267
575664,124985,KR_8031213922,64
575670,124991,KR_8031164283,517
575672,124993,KR_8031164283,201
575676,124994,KR_8031164283,51
575679,124996,KR_8029983493,78
575685,125001,KR_8029983493,13
575687,125002,KR_8029983493,267
575689,125003,KR_8029893118,62
575697,116159,KR_8029893118,902
575699,125010,KR_8029786940,121
575703,125014,KR_8029786940,240
575708,124961,KR_8027989177,86
575713,125022,KR_8027989177,10
575724,125030,KR_8027912962,245
575731,125034,KR_8027847198,81
575734,125036,KR_8027847198,54
575745,125044,KR_8027780296,110
575751,125047,KR_8027735494,22
575754,125049,KR_8027735494,64
575755,125044,KR_8027735494,131
575756,125050,KR_8027735494,523
575757,125051,KR_8027735494,117
575759,125053,KR_8027703582,950
575761,51205,KR_8027703582,18
575763,124961,KR_8027703582,36
575765,125055,KR_8027703582,7
575769,51261,KR_8027651194,887
575772,125060,KR_8027651194,117
575773,125061,KR_8027651194,106
575774,125062,KR_8027651194,131
575780,125065,KR_8027603501,20
575783,125066,KR_8027603501,41
575784,36892,KR_8027603501,200
575786,125068,KR_8027603501,236
575789,26510,KR_8027555124,238
575799,125077,KR_8022132251,29
575809,125085,KR_8022022471,102
575817,125089,KR_8022022471,78
575819,125090,KR_8021931850,64
576052,125194,KR_8002727092,34
576338,125357,KR_8034745392,266
576339,125358,KR_8034745392,238
576343,125320,KR_8034745392,122
576345,125362,KR_8034745392,517
576346,125363,KR_8034745392,29
576347,125322,KR_8034745392,117
576352,125322,KR_8034715272,888
576356,78832,KR_8034715272,67
576362,125372,KR_8034688397,412
576364,17623,KR_8034688397,517
576366,125363,KR_8034688397,145
576367,47514,KR_8034688397,37
576370,125322,KR_8034638751,25
576375,125376,KR_8034638751,84
576385,125385,KR_8034605770,157
576392,43957,KR_8032301172,78
576396,125391,KR_8032301172,145
576402,125395,KR_8032229383,526
576404,125397,KR_8032229383,120
576416,125391,KR_8032133463,222
576423,111975,KR_8031932342,164
576427,125410,KR_8031932342,50
576998,103829,KR_8035280682,79
577002,87014,KR_8035280682,37
577005,125683,KR_8035280682,800
577014,50943,KR_8035102833,202
577020,113147,KR_8035083422,777
577027,125696,KR_8035083422,80
577028,121795,KR_8027076333,34
577029,125697,KR_8027076333,64
577031,125699,KR_8027076333,202
577035,103829,KR_8027076333,99
577036,56694,KR_8027076333,42
577038,125703,KR_8027049697,110
577040,103829,KR_8027049697,800
577044,125708,KR_8027049697,234
577052,38851,KR_8024497413,412
577053,94107,KR_8024497413,68
577055,103829,KR_8024497413,99
577058,125714,KR_8024275979,122
577063,103829,KR_8024275979,6
577066,125719,KR_8024275979,42
577067,87014,KR_8024275979,235
577070,125722,KR_8016573352,3
577073,103829,KR_8016573352,6
577076,125723,KR_8016573352,51
577090,125733,KR_8007268913,61
577097,125737,KR_8007268913,63
577115,125748,KR_8000234311,777
577119,125752,KR_7999962365,517
577123,103829,KR_7999962365,6
577128,125760,KR_7994649409,113
577134,125766,KR_7994649409,11
577135,103829,KR_7994649409,800
577137,87014,KR_7994649409,99
577231,125812,KR_8014147432,145
577258,125830,KR_8013957854,126
577259,125831,KR_8013957854,876
577260,125832,KR_8013957854,517
577262,125834,KR_8013957854,80
577266,125835,KR_8013957854,145
577275,125781,KR_8013946353,39
577282,125846,KR_8013896480,111
577288,52519,KR_8013814718,266
577300,125858,KR_8013750946,103
577301,125781,KR_8013750946,236
577302,125859,KR_8013750946,111
577304,125861,KR_8013750946,266
577308,125865,KR_8013716727,8
577310,125781,KR_8013716727,39
577313,98574,KR_8013716727,875
577319,125781,KR_8013688388,11
577323,125875,KR_8013688388,36
577325,125877,KR_8013688388,74
577359,125897,KR_8013493018,36
577363,125900,KR_8013493018,80
577365,125902,KR_8013493018,157
577367,125903,KR_8013493018,163
577588,126061,KR_8036870583,122
577595,126068,KR_8036870583,80
577598,126071,KR_8036812796,122
577604,126067,KR_8036812796,203
577606,126069,KR_8036812796,202
577607,126070,KR_8036812796,53
577611,126078,KR_8036755480,81
577616,126067,KR_8036755480,202
577623,126081,KR_8036696883,799
577624,126082,KR_8036696883,126
577626,126084,KR_8036696883,145
577646,126099,KR_8026057071,523
577647,126100,KR_8026057071,37
577649,126069,KR_8026002028,19
577655,37282,KR_8026002028,41
577660,126075,KR_8024052616,517
577662,126107,KR_8024052616,497
577663,126108,KR_8024052616,86
577665,126109,KR_8024052616,84
577684,126123,KR_8039338543,777
577685,126124,KR_8039338543,126
577688,126127,KR_8039338543,518
577690,126129,KR_8039338543,121
577692,126130,KR_8039338543,42
577699,126137,KR_8039278860,13
577700,39719,KR_8039278860,517
577712,126145,KR_8039216280,119
577716,126148,KR_8039178254,61
577717,126149,KR_8039178254,51
577721,126153,KR_8039178254,90
577725,126157,KR_8038450632,54
577737,126165,KR_8038361673,236
577740,126168,KR_8038361673,876
577741,39301,KR_8038361673,157
577744,50321,KR_8037477649,234
577746,126172,KR_8037477649,112
577749,126173,KR_8037477649,421
577754,126176,KR_8037439204,777
577761,126181,KR_8037439204,112
577765,126184,KR_8036095274,35
577770,126123,KR_8036095274,887
577772,126188,KR_8036095274,81
577773,102672,KR_8036095274,147
577779,122236,KR_8035982519,41
577780,126192,KR_8035982519,238
577782,126194,KR_8035982519,202
577787,78353,KR_8035369221,21
577788,126199,KR_8035369221,143
577795,79623,KR_8035277906,234
577803,126208,KR_8035277906,800
577814,17482,KR_8035137655,516
577825,126223,KR_8034993507,887
577828,126225,KR_8034993507,412
577829,126226,KR_8034993507,67
577831,126227,KR_8034993507,84
577833,126229,KR_8034993507,31
577838,126234,KR_8033935075,25
577844,126238,KR_8033854509,83
577848,16615,KR_8033854509,350
577850,126242,KR_8033854509,517
577853,126245,KR_8033854509,53
577855,126123,KR_8033800178,36
577856,126247,KR_8033800178,69
577857,126248,KR_8033800178,145
577864,126254,KR_8033692772,122
577866,126256,KR_8033692772,517
577870,126123,KR_8033692772,131
577872,126260,KR_8033692772,18
577883,126267,KR_8033291575,412
578275,126453,KR_8022374263,120
578277,126455,KR_8022374263,523
578293,126470,KR_8018042883,3
578295,126472,KR_8017959636,517
578299,126475,KR_8017959636,98
578301,126477,KR_8017959636,246
578304,126480,KR_8017848705,106
578317,126460,KR_8017748221,81
578319,37203,KR_8017748221,266
578328,126496,KR_8017639829,111
578332,126500,KR_8017639829,21
578337,126505,KR_8016206261,221
578338,126506,KR_8016206261,57
578344,126510,KR_8016110367,82
578350,126515,KR_8016110367,54
578351,126516,KR_8016110367,91
578354,126518,KR_8016005480,54
578363,126524,KR_8016005480,147
578364,126525,KR_8015934876,36
578372,126531,KR_8015934876,42
578373,126532,KR_8015934876,800
578374,126533,KR_8015862396,54
578379,126537,KR_8015862396,122
578381,126538,KR_8015862396,777
578383,126539,KR_8015862396,555
578475,126587,KR_8032471461,4
578477,126589,KR_8032471461,15
578478,126590,KR_8032471461,497
578479,126591,KR_8032471461,106
578483,80468,KR_8032471461,350
578495,42937,KR_8031306325,517
578499,126245,KR_8031306325,92
578503,126606,KR_8031306325,44
578505,126589,KR_8026926271,245
578507,19364,KR_8026926271,360
578508,126607,KR_8026926271,111
578511,126610,KR_8026926271,103
578513,60614,KR_8026926271,50
578515,29895,KR_8026870667,517
578518,126614,KR_8026870667,111
578522,126617,KR_8026870667,236
578526,126620,KR_8026827059,777
578528,126622,KR_8026827059,111
578532,126626,KR_8026827059,42
578536,126628,KR_8026819001,103
578540,126632,KR_8026819001,131
578542,126633,KR_8026819001,222
578544,126635,KR_8023760962,240
578545,126636,KR_8023760962,11
578549,50718,KR_8023760962,266
578553,126640,KR_8023760962,526
578554,126641,KR_8023725283,75
578559,27468,KR_8023725283,86
578560,19749,KR_8023725283,54
578561,126644,KR_8023725283,103
578562,126645,KR_8023725283,145
578566,126619,KR_8021056806,777
578568,126648,KR_8021056806,910
578570,126650,KR_8021056806,64
578573,126651,KR_8021056806,101
578575,126653,KR_8021046153,33
578583,126658,KR_8021046153,101
578584,126619,KR_8021021562,799
578586,126589,KR_8021021562,84
578587,126660,KR_8021021562,18
578594,126665,KR_8020998577,75
578597,126668,KR_8020998577,804
578598,126669,KR_8020998577,412
578603,126671,KR_8020998577,35
578607,126674,KR_8020973977,51
578609,126619,KR_8020973977,799
578614,126676,KR_8020955463,799
578619,126619,KR_8020955463,266
578623,126683,KR_8020955463,99
578624,126684,KR_8020874968,85
578627,126687,KR_8020874968,51
578630,126589,KR_8020874968,517
578632,126689,KR_8020874968,236
578633,126690,KR_8020874968,143
578634,126691,KR_8020814640,875
578635,126589,KR_8020814640,62
578637,126692,KR_8020814640,51
578640,126694,KR_8020814640,59
578645,126589,KR_8020769438,64
578652,126704,KR_8020769438,21
578657,126706,KR_8020691448,498
578660,126707,KR_8020691448,60
578673,126716,KR_8020604423,267
578674,126717,KR_8037924589,22
578676,126718,KR_8037924589,777
578681,33180,KR_8037924589,84
578683,33138,KR_8037924589,3
578685,126720,KR_8037884499,86
578686,126721,KR_8037884499,432
578693,31189,KR_8037884499,17
578694,126723,KR_8034435286,897
578699,35077,KR_8034435286,202
578700,39602,KR_8034435286,254
578702,33180,KR_8034435286,84
578709,37574,KR_8031484921,15
578714,126729,KR_8030083668,266
578716,104224,KR_8030083668,254
578717,126731,KR_8030083668,222
578718,126732,KR_8030083668,234
578719,35077,KR_8030083668,202
578721,33167,KR_8030083668,38
578723,33138,KR_8030083668,3
578727,126735,KR_8029652570,145
578732,33173,KR_8029652570,69
578735,126738,KR_8013043724,350
578737,91784,KR_8013043724,887
578743,33134,KR_8013043724,98
578749,33154,KR_8012875105,110
578751,60209,KR_8012875105,131
579135,126964,KR_8035062184,104
579137,126965,KR_8035062184,222
579139,97613,KR_8035062184,110
579140,126967,KR_8035062184,64
579145,126971,KR_8034935862,56
579152,126967,KR_8034935862,81
579153,126977,KR_8034935862,26
579158,126979,KR_8010486999,432
579164,126967,KR_8009596999,777
579167,92518,KR_8009596999,236
579176,126990,KR_8008581188,800
579179,126967,KR_8008581188,157
579188,126995,KR_8008498126,267
579190,126997,KR_8008498126,121
579192,126999,KR_8008498126,21
579195,127002,KR_8008283974,57
579201,127006,KR_8008283974,166
579209,127008,KR_8008071440,92
579217,127015,KR_8005628614,22
579220,66634,KR_8005628614,104
579223,127019,KR_8005628614,17
579230,127023,KR_8005581186,60
579234,126967,KR_7923219091,64
579235,127025,KR_7923219091,904
579237,127027,KR_7923219091,895
579241,127030,KR_7923219091,800
579251,127036,KR_7923175686,777
579252,109178,KR_7923175686,202
579255,42629,KR_7923143115,54
579256,127026,KR_7923143115,777
579259,127040,KR_7923143115,904
579260,127041,KR_7923143115,72
579261,74750,KR_7923143115,55
579265,127042,KR_7923083964,238
579286,127053,KR_7665834166,54
579287,127054,KR_7665834166,21
579293,127060,KR_7665834166,101
579294,127061,KR_7627118683,875
579312,127074,KR_7624418928,22
579313,127075,KR_7624418928,12
579314,127076,KR_8031611640,23
579315,127077,KR_8031611640,113
579316,127078,KR_8031611640,517
579317,127079,KR_8031611640,901
579320,23277,KR_8031611640,266
579324,127082,KR_8031516841,39
579327,19566,KR_8031516841,21
579328,127085,KR_8031516841,53
579332,127087,KR_8031516841,51
579333,97223,KR_8031516841,117
579335,127089,KR_8029191029,876
579336,127090,KR_8029191029,50
579347,127079,KR_8029139331,24
579351,127100,KR_8029139331,142
579352,127101,KR_8029139331,81
579354,127103,KR_8027367082,122
579358,97223,KR_8027367082,117
579363,127109,KR_8027367082,89
579369,127114,KR_8016045884,202
579370,127079,KR_8016045884,234
579371,127077,KR_8016045884,3
579374,127116,KR_8015969860,24
579380,127118,KR_8015969860,91
579387,127125,KR_8015884541,360
579388,127126,KR_8015884541,497
579393,97223,KR_8015884541,117
579394,127128,KR_8014271010,36
579395,127079,KR_8014271010,234
579398,97223,KR_8014271010,117
579400,127130,KR_8014271010,876
579402,127131,KR_8014271010,145
579410,127133,KR_8014173155,19
579414,127137,KR_8007390309,58
579419,127141,KR_8007390309,106
579421,127143,KR_8007390309,875
579424,38443,KR_8007375392,8
579429,127146,KR_8007375392,897
579435,127079,KR_7999640352,121
579440,127151,KR_7999640352,20
579442,127153,KR_7999640352,804
579449,127158,KR_7981907403,17
579450,127079,KR_7981907403,141
579455,127079,KR_7981840586,234
579457,127077,KR_7981840586,22
579461,63116,KR_7981840586,517
579465,127079,KR_7973585574,121
579470,127162,KR_7973585574,20
579471,127163,KR_7973585574,61
579476,127168,KR_7965186366,901
579478,127170,KR_7965186366,800
579484,127174,KR_7965154711,420
579490,127079,KR_7965154711,234
579492,127173,KR_7965154711,145
579495,127179,KR_8035267957,54
579500,127184,KR_8035267957,234
579502,127186,KR_8035267957,21
579503,127187,KR_8035267957,3
579506,127190,KR_8035224091,23
579512,127196,KR_8035224091,110
579521,127202,KR_8035148193,84
579523,127203,KR_8035148193,4
579524,127204,KR_8035070980,58
579528,49903,KR_8035070980,80
579529,127207,KR_8035070980,106
579542,127178,KR_8035033658,81
579545,127178,KR_8030984924,126
579546,127219,KR_8030984924,84
579551,127224,KR_8030984924,131
579552,127225,KR_8030984924,202
579555,127228,KR_8021642336,104
579557,127229,KR_8021642336,18
579558,127230,KR_8021642336,25
579566,113191,KR_8021590593,238
579567,127236,KR_8021590593,498
579572,127240,KR_8021590593,236
579574,127242,KR_8021552336,24
579576,127244,KR_8021552336,777
579580,127178,KR_8021552336,126
579582,127248,KR_8021552336,110
579592,127255,KR_8021460173,21
579595,127257,KR_8021337206,203
579600,127262,KR_8021337206,120
579606,127267,KR_8021286185,950
579607,127268,KR_8021286185,22
579610,127271,KR_8021286185,122
579617,127178,KR_8021237340,145
579622,127281,KR_8021237340,81
579627,127285,KR_8021200635,110
579640,120357,KR_8019499846,36
579643,127298,KR_8019499846,117
579645,127300,KR_8019408743,78
579647,127302,KR_8019408743,67
579654,127307,KR_8019361791,114
579659,127309,KR_8019361791,86
579662,127311,KR_8019361791,901
579666,127315,KR_8030123545,157
579668,127317,KR_8030123545,897
579679,127328,KR_8016001351,17
579683,127317,KR_8016001351,897
579702,127347,KR_8038774552,18
579704,119609,KR_8038774552,412
579707,127350,KR_8038774552,7
579710,127353,KR_8038704429,14
579712,127355,KR_8038704429,711
579721,127363,KR_8037859829,62
579730,127369,KR_8037798029,122
579732,56257,KR_8037798029,246
579736,127346,KR_8037798029,30
579737,127373,KR_8037798029,157
579755,127384,KR_8032587698,83
579756,127385,KR_8032587698,517
579769,37868,KR_8032525303,9
579772,127398,KR_8032481944,3
579774,127400,KR_8032481944,111
579784,127408,KR_8030605681,7
579787,64001,KR_8030605681,61
579792,127412,KR_8030592365,39
579795,127414,KR_8030592365,897
579797,127416,KR_8030592365,110
579798,127417,KR_8030592365,236
579805,127422,KR_8030533645,36
579806,127423,KR_8030533645,904
579808,127425,KR_8030533645,81
579820,127434,KR_8030340511,110
579823,127436,KR_8030340511,145
579824,127437,KR_8030340511,111
579830,127441,KR_8030243774,777
579832,80737,KR_8030243774,134
579838,127446,KR_8030243774,110
579841,127346,KR_8029280419,203
579843,127449,KR_8029280419,145
579848,127454,KR_8029280419,51
579853,127458,KR_8028851808,222
579856,127346,KR_8028851808,30
579858,127462,KR_8028851808,523
579859,60331,KR_8028851808,201
579860,127463,KR_8028741852,799
579864,127465,KR_8028741852,50
579873,127472,KR_8028664214,51
579875,127474,KR_8028664214,58
579876,127475,KR_8028664214,64
579879,127478,KR_8028664214,63
579880,127479,KR_8027446592,154
579883,127481,KR_8027446592,222
579885,127483,KR_8027446592,106
579900,127494,KR_7995277287,904
579903,127496,KR_7995277287,51
579906,127499,KR_7995277287,20
579907,127500,KR_7995277287,61
579908,70100,KR_7995277287,21
579911,127502,KR_7995238262,121
579912,127503,KR_7995238262,112
579917,127506,KR_7995238262,157
579924,127498,KR_7995198892,555
579927,127514,KR_7995198892,13
579931,127516,KR_7995166704,64
579934,127518,KR_7995166704,147
579941,127524,KR_7990299289,64
579943,127526,KR_7990299289,51
579947,127528,KR_7990299289,84
579949,127530,KR_7990299289,57
579955,127498,KR_7990282897,429
579965,127543,KR_7990268993,114
579966,61065,KR_7990268993,64
579970,127498,KR_7990266187,114
579971,105252,KR_7990266187,64
579980,127498,KR_7990241477,777
579981,127554,KR_7990241477,60
579983,127555,KR_7990241477,145
579987,127559,KR_7990241477,112
579988,127560,KR_7990241477,81
579991,23032,KR_7990214101,11
579995,127565,KR_7990214101,62
579996,93055,KR_7990214101,238
580006,127574,KR_7990168202,33
580008,127576,KR_7990168202,236
580009,127577,KR_7990168202,12
580015,127581,KR_7980551337,235
580016,127582,KR_7980551337,5
580020,127498,KR_7978124494,122
580023,114245,KR_7978124494,51
580024,127587,KR_7978124494,44
580027,127590,KR_7978124494,910
580028,127591,KR_7978124494,222
580034,127595,KR_7978105108,902
580037,127598,KR_7978105108,800
580056,127614,KR_7977939716,77
580059,125716,KR_7977939716,89
580061,127617,KR_7977816905,234
580065,127498,KR_7977816905,126
580069,127624,KR_7977816905,25
580070,127498,KR_7975842994,114
580072,127626,KR_7975842994,90
580078,127632,KR_7975842994,119
580081,127634,KR_7974875107,59
580085,127637,KR_7974875107,77
580090,127498,KR_7974796304,114
580091,127642,KR_7974796304,5
580094,127645,KR_7974796304,99
580098,28862,KR_7974796304,145
580100,127648,KR_8031336679,516
580103,127651,KR_8031336679,81
580105,127653,KR_8031336679,114
580108,127656,KR_8031336679,236
580113,50860,KR_8031279265,145
580114,127661,KR_8031279265,875
580118,127653,KR_8031279265,221
580124,127669,KR_8030626585,99
580127,127671,KR_8030626585,238
580128,127653,KR_8030626585,110
580131,54505,KR_8030601792,126
580137,127676,KR_8030601792,238
580142,127680,KR_8030164471,4
580145,127683,KR_8030164471,904
580160,127693,KR_8029973667,799
580161,127694,KR_8029973667,126
580166,127698,KR_8029973667,234
580167,127653,KR_8029973667,61
580169,127700,KR_8029973667,800
580170,127701,KR_8029900847,84
580172,127653,KR_8029900847,142
580187,127711,KR_8028493412,245
580192,127653,KR_8028415580,238
580196,127715,KR_8028415580,254
580197,127716,KR_8028415580,103
580202,127720,KR_8028336258,142
580205,127722,KR_8028336258,75
580207,127653,KR_8028336258,84
580209,127725,KR_8028336258,412
580211,127727,KR_8021972665,126
580212,67592,KR_8021972665,43
580221,127734,KR_8021901295,64
580224,127737,KR_8021901295,60
580228,127738,KR_8021901295,222
580230,127740,KR_8018452731,266
580231,127741,KR_8018452731,54
580232,127653,KR_8018452731,84
580233,127742,KR_8018452731,110
580239,40463,KR_8018452731,53
580242,127653,KR_8017967407,112
580247,127753,KR_8017967407,103
580259,127761,KR_8017895372,80
580262,127763,KR_8017268182,91
580265,127653,KR_8017268182,24
580267,127729,KR_8017268182,166
580273,117664,KR_8017198196,523
580274,127771,KR_8017198196,518
580275,127772,KR_8017198196,266
580277,127653,KR_8017198196,142
580279,110445,KR_8017198196,555
580280,127653,KR_8015658620,92
580282,127729,KR_8015658620,166
580284,127776,KR_8015658620,555
580292,127653,KR_8015558317,112
580296,127785,KR_8015558317,17
580297,127786,KR_8015558317,517
580299,127787,KR_8015558317,54
580301,127789,KR_8031484542,429
580303,127791,KR_8031484542,42
580309,127797,KR_8031484542,80
580313,127801,KR_8026069811,145
580314,127802,KR_8026069811,99
580321,127808,KR_8026020561,64
580324,127811,KR_8026020561,555
580328,87501,KR_8026020561,145
580331,127814,KR_8024376041,254
580332,127815,KR_8024376041,777
580336,127817,KR_8024376041,12
580338,127818,KR_8024376041,81
580343,127789,KR_8021035778,236
580345,127823,KR_8021035778,122
580352,127828,KR_8017678655,245
580358,127815,KR_8017678655,22
580365,127789,KR_8017625035,157
580366,127838,KR_8017625035,48
580367,127833,KR_8017625035,777
580382,127848,KR_8011159914,157
580400,127861,KR_8011119543,79
580401,127862,KR_8011119543,20
580404,127864,KR_8011119543,53
580407,127833,KR_8011119543,777
580690,128053,KR_8036574582,9
580691,128054,KR_8036574582,28
580694,128057,KR_8036574582,99
580702,128047,KR_8033447165,55
580708,128066,KR_8033447165,429
580712,128070,KR_8033263525,4
580718,128075,KR_8033263525,81
580721,128077,KR_8030230379,104
580724,128048,KR_8030230379,800
580725,31164,KR_8030230379,875
580731,128083,KR_8030150129,11
580732,128084,KR_8030150129,777
580741,128089,KR_8030075625,106
580745,128047,KR_8030075625,24
580748,128045,KR_8030075625,804
580749,128048,KR_8030075625,555
580750,128094,KR_8030003985,86
580751,128047,KR_8030003985,266
580758,128099,KR_8030003985,202
580759,128100,KR_8030003985,143
580760,128101,KR_8028562525,777
580764,128103,KR_8028562525,99
580771,95982,KR_8028469047,56
580778,104343,KR_8028469047,221
580779,128048,KR_8028469047,25
580785,128047,KR_8028342480,904
580788,40339,KR_8028342480,804
580792,128116,KR_8028212421,800
580793,128117,KR_8028212421,523
580796,128119,KR_8028212421,72
580808,128047,KR_8026665812,202
580811,89801,KR_8026609195,141
580812,128130,KR_8026609195,5
580816,128132,KR_8026609195,20
580819,128135,KR_8026609195,412
580820,128136,KR_8026493764,84
580823,128047,KR_8026493764,81
580828,128141,KR_8026493764,51
580830,128142,KR_8026216507,875
580832,128143,KR_8026216507,58
580833,128144,KR_8026216507,81
580836,128146,KR_8026216507,427
580843,128152,KR_8022584593,21
580853,128047,KR_8022250144,51
580857,128164,KR_8022250144,4
580861,128166,KR_8021712619,421
580868,128171,KR_8021712619,236
580885,128183,KR_8039246761,82
580894,19481,KR_8039171006,12
580898,128193,KR_8039171006,15
580900,39573,KR_8039090775,904
580903,128189,KR_8039090775,81
580906,128196,KR_8039090775,104
580909,128198,KR_8039090775,35
580926,128208,KR_8039038661,154
580930,128212,KR_8039004174,875
580932,37393,KR_8039004174,517
580934,128215,KR_8039004174,43
580937,128178,KR_8039004174,157
580939,105789,KR_8039004174,25
580951,128226,KR_7999155468,11
580953,128228,KR_7999155468,22
580955,128230,KR_7999155468,887
580957,128232,KR_7999155468,55
580963,128229,KR_7999120724,523
580967,128239,KR_7999120724,166
580968,128240,KR_7999120724,22
580975,128246,KR_7961082478,711
580977,128248,KR_7961082478,238
580980,78009,KR_7961006901,82
580989,128256,KR_7961006901,555
580991,128258,KR_7960978182,24
580992,128259,KR_7960978182,711
580996,128262,KR_7960978182,266
580997,128263,KR_7960978182,517
581002,128267,KR_7960923529,268
581004,128269,KR_7960923529,17
581011,128275,KR_7960885325,11
581013,128277,KR_7960885325,202
581015,109456,KR_7960885325,82
581019,128281,KR_7960885325,122
581024,128286,KR_7960847310,53
581025,128287,KR_7960847310,17
581038,128298,KR_7912511202,145
581040,128300,KR_7837074018,39
581043,128302,KR_7837074018,517
581047,128306,KR_7837074018,3
581048,97319,KR_7837074018,22
581056,128312,KR_7817963308,64
581058,128314,KR_7817963308,110
581061,128317,KR_7817932280,56
581062,128229,KR_7817932280,103
581066,128321,KR_7817932280,20
581070,128325,KR_7817899964,17
581075,128327,KR_7817899964,58
581076,128328,KR_7817899964,33
581079,128331,KR_7817899964,37
581080,128332,KR_7765819914,82
581088,128339,KR_7765819914,21
581089,128340,KR_7765819914,98
581103,128351,KR_7765689253,360
581105,128353,KR_7765689253,266
581112,128359,KR_8034302550,238
581114,53742,KR_8034302550,350
581117,128363,KR_8034302550,13
