SummonerMatchId,SummonerFk,MatchFk,ChampionFk
6,1,EUW1_7564297394,127
14,1,EUW1_7556939547,16
16,1,EUW1_7555701369,61
20,1,EUW1_7548453301,147
42,2,EUW1_7553208120,67
44,2,EUW1_7553062055,804
47,2,EUW1_7528258171,18
53,2,EUW1_7521649441,145
59,2,EUW1_7517661409,246
121,4,EUW1_7497430560,11
126,4,EUW1_7484228486,266
127,4,EUW1_7484212989,266
129,4,EUW1_7484181885,266
134,4,EUW1_7362562749,29
135,4,EUW1_7361456267,29
164,5,EUW1_7492298009,236
165,5,EUW1_7489008091,236
166,5,EUW1_7488407658,236
167,5,EUW1_7475545393,236
168,5,EUW1_7467247264,901
171,5,EUW1_7461149089,901
172,5,EUW1_7461114770,110
180,5,EUW1_7460449043,110
203,6,EUW1_7564465963,901
205,6,EUW1_7564403949,26
212,6,EUW1_7544298673,3
220,6,EUW1_7534241976,32
236,7,EUW1_7546667826,99
240,7,EUW1_7545823578,99
255,7,EUW1_7533913919,99
276,8,EUW1_7541106938,81
277,8,EUW1_7541058415,45
278,8,EUW1_7540851043,102
279,8,EUW1_7540809687,2
286,8,EUW1_7525895221,497
293,8,EUW1_7523899932,16
316,9,EUW1_7567334618,122
359,10,EUW1_7567246902,98
360,10,EUW1_7566220796,90
368,10,EUW1_7562497900,96
372,10,EUW1_7561175736,111
401,13,EUW1_7496082806,86
403,13,EUW1_7494977753,86
404,13,EUW1_7494912438,86
413,13,EUW1_7489914213,86
476,15,EUW1_7566035710,412
477,15,EUW1_7566022078,78
478,15,EUW1_7565953869,25
479,15,EUW1_7565823280,432
485,15,EUW1_7565410561,412
486,15,EUW1_7565362476,78
487,15,EUW1_7565316200,518
556,18,EUW1_7564756252,145
559,18,EUW1_7548268567,21
563,18,EUW1_7533531734,21
570,18,EUW1_7526107929,22
571,18,EUW1_7526088989,202
597,19,EUW1_7567470538,234
613,19,EUW1_7558236570,111
614,19,EUW1_7558193310,111
615,19,EUW1_7557796026,136
637,20,EUW1_7514623244,901
653,20,EUW1_7037575734,21
676,21,EUW1_7567803153,497
681,21,EUW1_7566735906,222
683,21,EUW1_7565707291,92
688,21,EUW1_7565165776,895
720,22,EUW1_7567588920,145
721,22,EUW1_7567275445,110
723,22,EUW1_7567161316,59
758,25,EUW1_7514251243,56
759,25,EUW1_7514190971,56
762,25,EUW1_7513737265,497
770,25,EUW1_7503701599,555
806,26,EUW1_7178968845,104
809,26,EUW1_7161283635,79
813,26,EUW1_7125193614,56
814,26,EUW1_7124986080,79
840,27,EUW1_6973801674,5
843,27,EUW1_6972829707,57
855,27,EUW1_6971620209,11
876,28,EUW1_7532663057,266
877,28,EUW1_7532645618,106
887,28,EUW1_7476121167,36
888,28,EUW1_7476060183,36
891,28,EUW1_7474635857,36
892,28,EUW1_7474596236,875
894,28,EUW1_7473421451,36
922,29,EUW1_7279641542,68
932,29,EUW1_7198295391,163
934,29,EUW1_7185172002,84
957,30,EUW1_7566223153,799
972,30,EUW1_7554780467,893
1007,31,EUW1_7566451319,86
1008,31,EUW1_7566442798,86
1011,31,EUW1_7566420648,266
1013,31,EUW1_7566391150,54
1042,32,EUW1_7567363901,245
1054,32,EUW1_7563697744,245
1055,32,EUW1_7563508265,245
1081,33,EUW1_7525798535,101
1090,33,EUW1_7520942442,7
1116,34,EUW1_7307420327,777
1123,34,EUW1_7227204606,19
1128,34,EUW1_7193024559,62
1130,34,EUW1_7192979426,62
1131,34,EUW1_7180449757,17
1159,35,EUW1_7560872513,17
1160,35,EUW1_7560829238,202
1165,35,EUW1_7560505058,51
1167,35,EUW1_7550232208,42
1173,35,EUW1_7549545182,51
1175,35,EUW1_7549443651,51
1201,36,EUW1_7567166383,35
1202,36,EUW1_7567097003,35
1203,36,EUW1_7567028392,35
1208,36,EUW1_7565646034,35
1239,37,EUW1_7313860388,60
1245,37,EUW1_7309722264,60
1248,37,EUW1_7307020444,51
1249,37,EUW1_7306989589,51
1253,37,EUW1_7304900176,29
1255,37,EUW1_7303885541,51
1277,38,EUW1_7551757343,142
1280,38,EUW1_7550126754,901
1281,38,EUW1_7549812860,85
1288,38,EUW1_7531849999,804
1289,38,EUW1_7531814684,41
1290,38,EUW1_7527389838,17
1317,39,EUW1_7458857657,157
1320,39,EUW1_7455758523,57
1321,39,EUW1_7455721769,26
1322,39,EUW1_7455680627,27
1358,40,EUW1_7547159080,34
1370,41,EUW1_7186639186,106
1373,41,EUW1_7185851593,517
1374,41,EUW1_7185829616,43
1377,41,EUW1_7063426413,10
1378,41,EUW1_7063390066,10
1381,41,EUW1_7062281310,235
1386,41,EUW1_7061914574,21
1410,42,EUW1_7503372158,83
1412,42,EUW1_7498430197,86
1413,42,EUW1_7498396514,20
1414,42,EUW1_7496925560,131
1420,42,EUW1_7469418398,120
1454,43,EUW1_7564617092,145
1455,43,EUW1_7564291915,145
1458,43,EUW1_7563369620,145
1459,43,EUW1_7561080391,57
1461,43,EUW1_7558663854,145
1466,43,EUW1_7554378729,236
1467,43,EUW1_7554368622,236
1468,43,EUW1_7551600225,236
1494,44,EUW1_7565309846,202
1495,44,EUW1_7565151822,202
1496,44,EUW1_7564774573,202
1501,44,EUW1_7562325148,202
1506,44,EUW1_7557395199,202
1533,45,EUW1_7567165672,202
1535,45,EUW1_7566812849,18
1545,45,EUW1_7565863492,202
1569,46,EUW1_6694890554,222
1588,47,EUW1_7457778056,119
1595,47,EUW1_7412140512,51
1602,47,EUW1_7411707938,122
1604,47,EUW1_7366963884,20
1605,47,EUW1_7366962842,20
1606,47,EUW1_7366697556,90
1627,48,EUW1_7567855713,25
1633,48,EUW1_7566819617,41
1641,48,EUW1_7562733668,37
1644,48,EUW1_7562695292,875
1668,49,EUW1_7251281376,4
1669,49,EUW1_7228204094,21
1670,49,EUW1_7228147450,32
1672,49,EUW1_7220735193,910
1675,49,EUW1_7217892715,236
1677,49,EUW1_7216066838,18
1682,49,EUW1_7184822106,39
1709,50,EUW1_7567596746,888
1714,50,EUW1_7566534975,268
1723,50,EUW1_7564290251,98
1747,51,EUW1_7528287037,80
1752,51,EUW1_7526213493,80
1759,51,EUW1_7525054234,13
1762,51,EUW1_7524111529,10
1792,52,EUW1_7565447417,114
1797,52,EUW1_7563003480,895
1799,52,EUW1_7559448580,51
1800,52,EUW1_7559427061,81
1829,53,EUW1_7567404917,14
1846,53,EUW1_7563148445,4
1868,56,EUW1_7566792621,122
1870,56,EUW1_7566705362,8
1873,56,EUW1_7562477191,8
1874,56,EUW1_7487387292,59
1875,56,EUW1_7487325601,91
1876,56,EUW1_7487170496,59
1914,58,EUW1_7560579161,222
1931,59,EUW1_7566207586,35
1936,59,EUW1_7565245021,35
1941,59,EUW1_7564643819,11
1943,59,EUW1_7564467680,11
1972,60,EUW1_7475068319,221
1973,60,EUW1_7441711789,221
1980,60,EUW1_7423504447,51
1981,60,EUW1_7423478248,81
1984,60,EUW1_7421562596,235
1985,60,EUW1_7421500977,15
2006,61,EUW1_7567263912,105
2007,61,EUW1_7567214307,233
2017,61,EUW1_7562983477,145
2019,61,EUW1_7562307454,145
2055,63,EUW1_7546865226,266
2063,63,EUW1_7459345902,164
2070,63,EUW1_7457732937,24
2096,64,EUW1_7538099274,48
2100,64,EUW1_7537017222,40
2105,64,EUW1_7536554208,497
2109,64,EUW1_7536321385,89
2112,64,EUW1_7536118607,111
2134,65,EUW1_7540880564,31
2144,65,EUW1_7497558153,31
2149,65,EUW1_7480388061,38
2150,65,EUW1_7480335982,61
2177,66,EUW1_7552551426,145
2178,66,EUW1_7552508757,22
2183,66,EUW1_7550876513,51
2187,66,EUW1_7548291892,22
2188,66,EUW1_7548213122,22
2190,66,EUW1_7548079650,22
2192,66,EUW1_7547948130,145
2218,67,EUW1_7564422780,115
2225,67,EUW1_7563284777,18
2227,67,EUW1_7563173668,32
2228,67,EUW1_7561873496,14
2233,67,EUW1_7556038123,18
2259,68,EUW1_7566836357,14
2264,68,EUW1_7564114948,141
2271,68,EUW1_7561179937,68
2272,68,EUW1_7561107139,202
2295,69,EUW1_7524832649,89
2306,69,EUW1_7520976788,89
2309,69,EUW1_7519906070,89
2311,69,EUW1_7519824996,89
2337,70,EUW1_7516839350,21
2340,70,EUW1_7495736228,254
2347,70,EUW1_7265180301,202
2350,70,EUW1_7130224907,35
2353,70,EUW1_7083041939,17
2374,71,EUW1_7209197653,119
2378,71,EUW1_7109621820,21
2383,71,EUW1_7022666643,96
2384,71,EUW1_7022474063,96
2391,71,EUW1_7004233944,21
2393,71,EUW1_7003228064,21
2417,72,EUW1_7566960774,103
2419,72,EUW1_7566171250,777
2420,72,EUW1_7566098942,157
2422,72,EUW1_7563608662,711
2423,72,EUW1_7563560084,21
2431,72,EUW1_7555271569,895
2433,72,EUW1_7554374157,134
2454,73,EUW1_7563295883,34
2455,73,EUW1_7559828932,25
2458,73,EUW1_7514461316,11
2459,73,EUW1_7514411413,11
2460,73,EUW1_7510904771,57
2462,73,EUW1_7486263922,22
2465,73,EUW1_7480191917,421
2466,73,EUW1_7470881063,497
2469,73,EUW1_7469829068,117
2470,73,EUW1_7468934557,498
2471,73,EUW1_7468881403,804
2472,73,EUW1_7467948598,888
2496,74,EUW1_7548012162,103
2500,74,EUW1_7538188832,61
2501,74,EUW1_7537850887,103
2504,74,EUW1_7534682033,103
2509,74,EUW1_7533953223,22
2511,74,EUW1_7533199742,21
2534,75,EUW1_7527054351,902
2537,75,EUW1_7526346428,902
2538,75,EUW1_7526257254,902
2540,75,EUW1_7520678738,902
2543,75,EUW1_7519793579,902
2547,75,EUW1_7487435759,40
2550,75,EUW1_7481589887,34
2553,75,EUW1_7357456448,902
2578,76,EUW1_7529030231,143
2580,76,EUW1_7528976002,360
2584,76,EUW1_7522471852,127
2585,76,EUW1_7522449295,222
2588,76,EUW1_7521697790,221
2590,76,EUW1_7519981076,360
2615,77,EUW1_7567647827,950
2626,77,EUW1_7565672856,950
2627,77,EUW1_7565536896,30
2629,77,EUW1_7565290564,901
2663,78,EUW1_7566365943,98
2664,78,EUW1_7566351922,31
2667,78,EUW1_7565310294,420
2669,78,EUW1_7564261356,32
2694,79,EUW1_7442086572,777
2699,79,EUW1_7411784942,777
2700,79,EUW1_7383761792,777
2705,79,EUW1_7372248373,777
2744,80,EUW1_7555498140,902
2746,80,EUW1_7555385078,902
2749,80,EUW1_7555091982,902
2752,80,EUW1_7553591996,902
2774,82,EUW1_7532463147,56
2779,82,EUW1_7529608751,223
2780,82,EUW1_7529570010,50
2781,82,EUW1_7529526259,106
2782,82,EUW1_7529452748,106
2783,82,EUW1_7525264800,106
2815,83,EUW1_7347600273,526
2816,83,EUW1_7347467804,17
2818,83,EUW1_7347395958,21
2823,83,EUW1_7340738087,114
2833,83,EUW1_7290124810,50
2863,84,EUW1_7562722288,223
2864,84,EUW1_7562704492,59
2865,84,EUW1_7562299446,113
2871,84,EUW1_7560731681,36
2873,84,EUW1_7560539509,98
2899,86,EUW1_7379965435,18
2911,86,EUW1_7372018473,136
2935,87,EUW1_7515688290,35
2941,87,EUW1_7511093027,51
2946,87,EUW1_7507311182,99
2981,88,EUW1_7128052659,157
2984,88,EUW1_7109024304,35
2986,88,EUW1_7108897117,22
2990,88,EUW1_7076018824,254
2992,88,EUW1_7075948696,22
3021,89,EUW1_7145320253,412
3055,90,EUW1_7375291031,106
3058,90,EUW1_7368693474,106
3065,90,EUW1_7364437605,14
3070,90,EUW1_7361909760,14
3102,92,EUW1_7561349433,81
3105,92,EUW1_7561227928,901
3107,92,EUW1_7561065821,897
3113,92,EUW1_7550151727,37
3136,93,EUW1_7501840303,17
3139,93,EUW1_7501633081,103
3141,93,EUW1_7501539985,105
3151,97,EUW1_7562415238,145
3152,97,EUW1_7561218764,901
3154,97,EUW1_7561052852,145
3158,97,EUW1_7559819775,145
3183,98,EUW1_7567535176,51
3186,98,EUW1_7567513202,51
3193,98,EUW1_7567346983,51
3194,98,EUW1_7562640389,18
3196,98,EUW1_7561414225,222
3200,98,EUW1_7561273363,51
3201,98,EUW1_7561192623,51
3229,99,EUW1_7435445386,950
3231,99,EUW1_7434043137,950
3235,99,EUW1_7433162060,950
3236,99,EUW1_7432782296,1
3240,99,EUW1_7431197329,777
3241,99,EUW1_7431168844,238
3268,100,EUW1_7158051107,136
3269,100,EUW1_7158034633,35
3270,100,EUW1_7158008021,555
3272,100,EUW1_7157982729,161
3276,100,EUW1_7091294595,161
3281,100,EUW1_7090082355,166
3305,101,EUW1_7538409438,105
3316,101,EUW1_7536678450,67
3322,101,EUW1_7536486840,266
3345,102,EUW1_7567313707,136
3350,102,EUW1_7527186978,222
3351,102,EUW1_7527167329,89
3352,102,EUW1_7523670167,10
3357,102,EUW1_7522004135,99
3360,102,EUW1_7521260517,222
3383,103,EUW1_7567342834,45
3385,103,EUW1_7566162045,45
3390,103,EUW1_7565434772,6
3391,103,EUW1_7565096600,45
3395,103,EUW1_7560090104,54
3399,103,EUW1_7558706199,58
3400,103,EUW1_7556032614,6
3424,104,EUW1_7568059780,25
3426,104,EUW1_7567957290,119
3463,106,EUW1_7567354912,74
3466,106,EUW1_7557377155,74
3468,106,EUW1_7555613855,74
3479,106,EUW1_7534048941,131
3481,106,EUW1_7532320710,56
3482,106,EUW1_7531107028,56
3503,108,EUW1_7331401729,163
3504,108,EUW1_7286466105,202
3509,108,EUW1_7192686432,51
3551,109,EUW1_7565188225,518
3554,109,EUW1_7564142170,555
3559,109,EUW1_7562953283,518
3583,110,EUW1_7568011091,115
3589,110,EUW1_7564277125,115
3590,110,EUW1_7564216635,5
3591,110,EUW1_7563937857,55
3593,110,EUW1_7563628059,55
3594,110,EUW1_7563576864,55
3595,110,EUW1_7563508628,112
3597,110,EUW1_7562933164,55
3601,110,EUW1_7562005297,55
3626,111,EUW1_7553904854,235
3630,111,EUW1_7553429573,51
3633,111,EUW1_7553381462,222
3636,111,EUW1_7553212870,235
3638,111,EUW1_7550359396,901
3672,112,EUW1_7559860873,40
3675,112,EUW1_7557319155,102
3680,112,EUW1_7555610741,77
3681,112,EUW1_7555553086,9
3704,113,EUW1_7416835386,902
3711,113,EUW1_7366147837,350
3748,114,EUW1_7474218584,59
3750,114,EUW1_7474125716,79
3751,114,EUW1_7470948627,76
3785,115,EUW1_7399209979,142
3787,115,EUW1_7399131918,142
3789,115,EUW1_7277814993,120
3791,115,EUW1_7235508733,142
3798,115,EUW1_7231806331,142
3826,116,EUW1_7156438112,30
3828,116,EUW1_7156388339,161
3830,116,EUW1_7156325795,103
3833,116,EUW1_7156203828,121
3834,116,EUW1_7122503912,61
3836,116,EUW1_7115701210,157
3863,117,EUW1_7381255646,901
3865,117,EUW1_7351132913,901
3868,117,EUW1_7350734223,901
3869,117,EUW1_7350404029,96
3880,117,EUW1_7346967716,518
3882,117,EUW1_7324205801,67
3903,118,EUW1_7560131430,98
3908,118,EUW1_7521475032,82
3909,118,EUW1_7521441541,887
3913,118,EUW1_7521269039,82
3921,118,EUW1_7515203362,141
3945,119,EUW1_7568165834,266
3948,119,EUW1_7567783754,799
3952,119,EUW1_7567418776,58
3954,119,EUW1_7567326304,799
3984,120,EUW1_7566276360,10
3987,120,EUW1_7565480760,126
3990,120,EUW1_7564729480,799
3993,120,EUW1_7564586880,98
3996,120,EUW1_7564388718,3
3997,120,EUW1_7564337383,4
4002,120,EUW1_7563858144,83
4023,122,EUW1_7551790707,32
4025,122,EUW1_7547648319,245
4034,122,EUW1_7539231356,202
4039,122,EUW1_7537872180,202
4063,123,EUW1_7497421674,432
4072,123,EUW1_7495888493,43
4073,123,EUW1_7495349319,526
4082,123,EUW1_7493129515,412
4103,124,EUW1_7567303165,61
4110,124,EUW1_7559681373,22
4155,125,EUW1_7564627562,7
4158,125,EUW1_7564392434,7
4187,126,EUW1_7568038665,236
4196,126,EUW1_7567306159,51
4198,126,EUW1_7567189335,222
4229,127,EUW1_7534666345,24
4233,127,EUW1_7507375210,202
4235,127,EUW1_7507298734,24
4238,127,EUW1_7506120413,104
4240,127,EUW1_7498817423,24
4241,127,EUW1_7497233772,10
4242,127,EUW1_7497202239,154
4264,128,EUW1_7568327222,145
4265,128,EUW1_7568277446,222
4266,128,EUW1_7568219188,110
4267,128,EUW1_7567537842,110
4270,128,EUW1_7567299437,81
4274,128,EUW1_7567040765,110
4278,128,EUW1_7566005970,119
4281,128,EUW1_7565821073,145
4308,129,EUW1_7564661656,420
4313,129,EUW1_7563382628,6
4314,129,EUW1_7563325907,420
4317,129,EUW1_7561249628,420
4320,129,EUW1_7561047231,6
4321,129,EUW1_7560974256,420
4344,130,EUW1_7534357385,112
4349,130,EUW1_7529906116,121
4351,130,EUW1_7528741923,58
4355,130,EUW1_7528132679,107
4357,130,EUW1_7479049749,950
4384,131,EUW1_7566971287,92
4385,131,EUW1_7566057635,92
4392,131,EUW1_7559914164,92
4394,131,EUW1_7559785421,58
4396,131,EUW1_7558639284,92
4423,132,EUW1_7567895796,6
4426,132,EUW1_7567408435,92
4427,132,EUW1_7567384696,99
4431,132,EUW1_7566812717,15
4432,132,EUW1_7564325542,78
4439,132,EUW1_7563390207,4
4463,133,EUW1_7477840488,887
4467,133,EUW1_7465044566,518
4470,133,EUW1_7464996613,89
4472,133,EUW1_7464978043,897
4473,133,EUW1_7464975852,19
4478,133,EUW1_7464947955,800
4505,134,EUW1_7563866928,126
4506,134,EUW1_7563860989,13
4507,134,EUW1_7557887163,6
4508,134,EUW1_7529164658,13
4510,134,EUW1_7528061897,126
4520,134,EUW1_7526000165,420
4544,135,EUW1_7564990268,18
4554,135,EUW1_7564430925,18
4560,135,EUW1_7562617632,222
4587,136,EUW1_7539446306,63
4593,136,EUW1_7528203338,63
4594,136,EUW1_7528178773,63
4595,136,EUW1_7528151844,63
4622,137,EUW1_7568394620,893
4625,137,EUW1_7568212158,61
4628,137,EUW1_7567169925,246
4630,137,EUW1_7567087799,28
4634,137,EUW1_7557569354,82
4635,137,EUW1_7556315844,4
4665,138,EUW1_7567956317,59
4666,138,EUW1_7567406612,62
4668,138,EUW1_7567300214,234
4679,138,EUW1_7566060388,131
4703,139,EUW1_7568071668,22
4705,139,EUW1_7567979992,29
4706,139,EUW1_7567949226,22
4707,139,EUW1_7567913769,804
4710,139,EUW1_7566349808,800
4711,139,EUW1_7566313331,64
4712,139,EUW1_7566286025,22
4714,139,EUW1_7566199903,122
4717,139,EUW1_7565952268,800
4719,139,EUW1_7565849915,238
4745,141,EUW1_7568282785,114
4747,141,EUW1_7567987544,114
4748,141,EUW1_7567409810,114
4755,141,EUW1_7563790086,114
4761,141,EUW1_7563127457,114
4784,142,EUW1_7553102767,16
4787,142,EUW1_7552486970,234
4788,142,EUW1_7536724039,122
4793,142,EUW1_7530179894,90
4794,142,EUW1_7529453797,22
4828,143,EUW1_7567204061,147
4835,143,EUW1_7566398722,147
4836,143,EUW1_7566378649,147
4838,143,EUW1_7566303703,55
4872,144,EUW1_7567765948,497
4875,144,EUW1_7567457725,117
4879,144,EUW1_7567311821,10
4906,145,EUW1_7452061069,221
4910,145,EUW1_7424368015,236
4913,145,EUW1_7218894510,51
4916,145,EUW1_7216361037,222
4917,145,EUW1_7216287484,51
4919,145,EUW1_7216075017,51
4920,145,EUW1_7215997075,245
4942,146,EUW1_7564417146,143
4946,146,EUW1_7562733644,143
4947,146,EUW1_7562177949,89
4956,146,EUW1_7537347188,267
4982,147,EUW1_7220037171,202
4984,147,EUW1_7219240350,67
4985,147,EUW1_7216219307,64
4986,147,EUW1_7214838112,45
4989,147,EUW1_7171617241,2
4991,147,EUW1_7166208841,164
4994,147,EUW1_7017421209,950
4996,147,EUW1_7005381347,55
4997,147,EUW1_7005377135,131
4999,147,EUW1_7005356568,120
5021,149,EUW1_7560060512,517
5025,149,EUW1_7527816194,55
5039,149,EUW1_7500969191,240
5061,150,EUW1_7567903254,235
5064,150,EUW1_7567342743,25
5070,150,EUW1_7566324293,800
5074,150,EUW1_7566139745,555
5075,150,EUW1_7565071539,555
5078,150,EUW1_7563805554,412
5102,151,EUW1_7568203915,910
5107,151,EUW1_7565431488,81
5110,151,EUW1_7564973432,13
5157,152,EUW1_7565044693,85
5158,152,EUW1_7565018174,115
5159,152,EUW1_7564994093,68
5160,152,EUW1_7564959028,236
5189,153,EUW1_7566256095,350
5193,153,EUW1_7565810525,350
5197,153,EUW1_7564187144,267
5200,153,EUW1_7563719215,267
5225,154,EUW1_7562785629,59
5227,154,EUW1_7558740294,98
5228,154,EUW1_7557331859,238
5232,154,EUW1_7555306918,166
5235,154,EUW1_7550081359,57
5237,154,EUW1_7549907679,24
5264,155,EUW1_7092410306,517
5265,155,EUW1_7002727609,64
5269,155,EUW1_7002337539,238
5272,155,EUW1_7002084272,64
5301,156,EUW1_7561160554,15
5306,156,EUW1_7559546118,81
5312,156,EUW1_7527249736,202
5316,156,EUW1_7480361629,63
5318,156,EUW1_7456858575,238
5352,157,EUW1_7556806150,901
5360,157,EUW1_7555530843,901
5381,158,EUW1_7523963355,59
5382,158,EUW1_7523937770,5
5386,158,EUW1_7522902215,3
5389,158,EUW1_7522744535,234
5398,158,EUW1_7519674577,114
5399,158,EUW1_7519618436,163
5422,159,EUW1_7568187010,51
5424,159,EUW1_7567995215,51
5431,159,EUW1_7564683764,51
5434,159,EUW1_7563835185,51
5439,159,EUW1_7561434290,61
5461,160,EUW1_7568232384,59
5466,160,EUW1_7567236537,32
5469,160,EUW1_7567110259,54
5479,160,EUW1_7563363194,86
5501,161,EUW1_7555686227,233
5503,161,EUW1_7555591421,86
5504,161,EUW1_7555543692,23
5508,161,EUW1_7555319415,19
5510,161,EUW1_7555257473,800
5516,161,EUW1_7553773836,164
5518,161,EUW1_7552735200,11
5541,162,EUW1_7536308448,223
5544,162,EUW1_7533249869,910
5546,162,EUW1_7530728394,910
5548,162,EUW1_7530639326,234
5549,162,EUW1_7530609619,804
5550,162,EUW1_7528789337,111
5555,162,EUW1_7525555962,910
5556,162,EUW1_7525470653,910
5558,162,EUW1_7523769644,37
5586,163,EUW1_7534095426,96
5589,163,EUW1_7511756634,523
5590,163,EUW1_7507445872,27
5591,163,EUW1_7506899249,112
5593,163,EUW1_7506676233,145
5596,163,EUW1_7489101473,64
5598,163,EUW1_7489042432,48
5599,163,EUW1_7489023084,59
5626,164,EUW1_7568353361,35
5638,164,EUW1_7558534317,157
5661,165,EUW1_7383317320,86
5662,165,EUW1_7383273051,77
5664,165,EUW1_7372138988,114
5666,165,EUW1_7371941642,86
5673,165,EUW1_7364114237,36
5702,166,EUW1_7531170347,25
5707,166,EUW1_7482590934,43
5709,166,EUW1_7482512134,37
5710,167,EUW1_7567084141,4
5711,167,EUW1_7567016238,51
5713,167,EUW1_7560544425,67
5718,167,EUW1_7555962445,498
5719,167,EUW1_7552917960,110
5724,167,EUW1_7548466442,7
5729,167,EUW1_7538499345,15
5755,168,EUW1_7566787664,122
5757,168,EUW1_7566643112,516
5758,168,EUW1_7566608912,122
5760,168,EUW1_7566553122,122
5763,168,EUW1_7440338489,111
5767,168,EUW1_7405619543,122
5769,168,EUW1_7405558917,78
5790,169,EUW1_7568272665,25
5794,169,EUW1_7567665525,161
5800,169,EUW1_7565211260,99
5803,169,EUW1_7565166546,99
5806,169,EUW1_7563924873,99
5808,169,EUW1_7563893659,99
5809,169,EUW1_7563490587,99
5830,170,EUW1_7568596073,23
5833,170,EUW1_7567489622,23
5835,170,EUW1_7567420439,58
5845,170,EUW1_7563556937,23
5848,170,EUW1_7562598121,58
5873,171,EUW1_7563988120,104
5882,171,EUW1_7556579858,63
5883,171,EUW1_7556238990,15
5886,171,EUW1_7555781072,910
5889,171,EUW1_7536087174,412
5910,172,EUW1_7567437084,17
5915,172,EUW1_7565187512,83
5918,172,EUW1_7563970667,17
5920,172,EUW1_7561562969,17
5923,172,EUW1_7556571200,26
5927,172,EUW1_7554702170,26
5955,174,EUW1_7460418160,234
5959,174,EUW1_7460120299,80
5962,174,EUW1_7459191448,234
5965,174,EUW1_7458182857,234
5969,174,EUW1_7457522543,234
5999,175,EUW1_7196329425,81
6000,175,EUW1_7196264130,910
6001,175,EUW1_7196222101,122
6032,176,EUW1_7256087862,67
6033,176,EUW1_7256042750,29
6034,176,EUW1_7256008491,58
6037,176,EUW1_7252264251,119
6044,177,EUW1_7394071407,54
6056,177,EUW1_7176978734,20
6085,178,EUW1_7516772393,222
6087,178,EUW1_7515220257,104
6096,178,EUW1_7511308745,113
6098,178,EUW1_7508708521,267
6099,178,EUW1_7508680243,222
6123,179,EUW1_7090481163,89
6130,179,EUW1_7086237558,89
6134,179,EUW1_7080735928,89
6140,179,EUW1_7060324836,89
6171,180,EUW1_7566123752,22
6177,180,EUW1_7560157727,22
6179,180,EUW1_7560048428,21
6202,181,EUW1_7564658316,131
6206,181,EUW1_7563529201,157
6207,181,EUW1_7563502553,517
6209,181,EUW1_7562164586,517
6210,181,EUW1_7560959251,79
6214,181,EUW1_7555708432,36
6218,181,EUW1_7552706557,14
6220,181,EUW1_7551522057,234
6221,181,EUW1_7551406199,777
6242,182,EUW1_7046595149,119
6244,182,EUW1_7046559586,20
6250,183,EUW1_7568354497,110
6256,183,EUW1_7567847135,427
6262,183,EUW1_7567254376,110
6263,183,EUW1_7567206248,51
6265,183,EUW1_7567099177,115
6268,183,EUW1_7566758104,99
6289,184,EUW1_7563696220,31
6292,184,EUW1_7424265799,31
6296,184,EUW1_7347585584,114
6300,184,EUW1_7347406202,58
6304,184,EUW1_7346555293,516
6342,185,EUW1_7561069087,28
6344,185,EUW1_7559465352,80
6346,185,EUW1_7558298332,876
6374,186,EUW1_7401042693,18
6382,186,EUW1_7400271265,18
6383,186,EUW1_7400230824,18
6384,186,EUW1_7400188302,200
6388,186,EUW1_7400035225,18
6411,187,EUW1_7555338287,22
6412,187,EUW1_7555306918,147
6415,187,EUW1_7539700397,51
6417,187,EUW1_7530459216,517
6418,187,EUW1_7530429908,113
6420,187,EUW1_7529364396,498
6446,188,EUW1_6988156174,81
6449,188,EUW1_6979265356,63
6450,188,EUW1_6978251031,63
6452,188,EUW1_6974891270,143
6492,189,EUW1_7567980544,6
6493,189,EUW1_7567926784,75
6495,189,EUW1_7567213395,516
6497,189,EUW1_7567084260,516
6503,189,EUW1_7566053028,83
6525,190,EUW1_7467952647,804
6527,190,EUW1_7427146780,887
6530,190,EUW1_7362482552,157
6542,190,EUW1_7352744107,57
6567,191,EUW1_7567701318,516
6568,191,EUW1_7567678382,516
6571,191,EUW1_7566533796,516
6583,191,EUW1_7558165548,74
6611,192,EUW1_7566254453,34
6612,192,EUW1_7566225653,15
6614,192,EUW1_7566144645,161
6616,192,EUW1_7566060354,200
6619,192,EUW1_7564283379,25
6622,192,EUW1_7563592969,101
6623,192,EUW1_7563563637,21
6644,193,EUW1_7568259014,75
6647,193,EUW1_7566887463,54
6656,193,EUW1_7516426072,14
6657,193,EUW1_7516401287,147
6658,193,EUW1_7516371036,18
6662,193,EUW1_7501511749,32
6685,196,EUW1_7249403577,161
6692,196,EUW1_7164966493,51
6700,196,EUW1_7162503808,25
6731,197,EUW1_7555590306,17
6732,197,EUW1_7555574312,122
6737,197,EUW1_7555296823,89
6739,197,EUW1_7555225910,89
6761,198,EUW1_7384180225,98
6762,198,EUW1_7384123267,254
6769,198,EUW1_7383439904,98
6770,198,EUW1_7383406005,98
6772,198,EUW1_7382607498,98
6774,198,EUW1_7382501420,98
6801,199,EUW1_7376958394,122
6804,199,EUW1_7376237002,202
6806,199,EUW1_7375732220,127
6808,199,EUW1_7375647920,498
6812,199,EUW1_7373006256,429
6839,200,EUW1_7514695139,101
6845,200,EUW1_7467461138,9
6851,200,EUW1_7423108108,98
6855,200,EUW1_7399677375,81
6856,200,EUW1_7399652660,103
6857,200,EUW1_7399630511,56
